"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",0,0,0,0,0,0,0,0,0,179.520526432223,0,0,154.977858824885,0,0,0,0,86.1576769796326,0,0,0,0,203.652899648703,0,0,0,0,0,0,0,153.658549650655,67.0156250254346,183.589636762928,0,0,0,0,143.871424158707,0,0,0,0,0,0,0,75.9175070716127,0,0,0,0,0,144.302701894956,202.104285567288,0,0,0,81.185871562511,0,105.639247318786,0,0,0,0,0,0,0,0,0,0,0,73.5261990700046,109.890186736965,0,0,0,0,74.0772533558447,52.4753078043741,0,0,0,0,0,0,0,35.1208382487093,0,0,0,0,0,0,0,0,0,126.581309057821,0,0,110.015254023926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.016445994945,0,0,0,0,0,0,0,125.787028933169,0,0,0,0,0,0,169.791429235796,0,0,0,0,0,0,0,95.3339026197276,0,0,0,0,0,0,143.945219973276,52.6735069265511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1024335398026,57.2604765761474,0,0,0,109.478565293964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RandSig2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119.28239391807,2602.1403899874,3217.6629468913,0,0,0,0,3260.24213514462,0,0,0,962.761957064349,0,0,0,0,0,0,0,2769.10470740734,0,5466.08873883579,0,0,456.737813662131,0,0,0,0,0,0,0,771.251284094339,0,3877.125133567,0,0,0,0,0,7808.74221840939,0,0,1084.87098441666,0,0,0,0,0,1733.33394943181,1505.8643029096,0,0,0,0,0,0,0,533.944202357367,0,0,0,0,0,0,0,0,2098.88708731283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.45558361801,0,0,0,0,0,0,3465.52055479048,0,0,0,1199.36589532628,0,0,0,0,0,0,7063.13019759642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925.17956090417,0,0,0,0,1413.50216082289,0,0,0,0,0,0,0,0,0,0,0,0,0,1950.68209388526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366.91589241361,5473.89784285081,0,0,9318.2946081457,0,1922.15846270095,0,0,0,0,0,0
"RandSig3",0,0,0,0,29318.1262898223,2455.38941716441,3401.87275777738,13981.5050399081,0,0,0,0,0,0,0,0,0,1130.4059089666,0,0,0,0,0,9496.76328751307,0,0,0,0,0,0,0,2165.25999165597,0,0,0,0,0,0,0,0,0,0,3481.21164618264,8030.94144843203,0,0,0,713.28407755021,0,0,0,0,0,1291.7033628989,0,4370.82262838906,0,0,0,0,0,10621.23468141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11048.117742417,0,0,0,0,34323.6309658439,0,0,0,0,5575.49539035191,0,170027.462878785,0,0,0,0,0,0,0,0,4113.73014775786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903.5683490817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18569.2287306542,0,0,20299.2510676091,0,5553.66875423776,0,10851.3466930778,0,0,0,0,0,0,0,0,0,0,0,0,0,10652.4267992676,6942.50085462663,0,0,0,0,0,0,0,0,4303.79824730254,0,0,0,5015.90554935661,0,0,0,0,18632.7241562776
"RandSig4",0,0,0,0,0,0,0,0,0,0,0,0,0,202.726678051969,0,0,0,0,834.471022332842,0,0,0,620.980623428845,0,0,314.539810620347,0,0,0,0,0,0,0,0,745.375609596369,1189.21941604977,0,0,0,338.404508620695,0,0,168.216994183972,0,381.017124298909,0,0,0,0,0,0,0,0,0,1457.6617570305,0,318.051513425555,0,0,0,0,0,0,500.879856110801,751.714906649145,0,1287.15900941097,0,0,0,0,0,0,0,0,390.086193381172,0,0,0,0,1859.3464276599,0,0,0,0,1091.39518377216,0,0,0,518.783836487526,0,0,0,0,3363.50803228818,0,0,0,0,473.25032493947,0,0,0,0,280.617009941688,1269.66663819483,0,0,0,0,0,0,0,0,0,0,0,0,778.948287803828,0,0,0,1536.1646312944,756.975357952037,0,449.587204083855,0,0,1086.45492352944,0,0,0,0,0,0,0,2271.02112680163,0,0,0,0,0,0,0,0,0,0,0,505.792833677704,0,0,0,0,0,0,1441.00308597139,0,1344.62254136271,0,786.250256991042,0,0,0,0,264.103864152457,0,1487.85090402009,0,0,0,716.100113532968,0,1082.39037347473,0,0,0,0,1183.1257010546,0,0,0,0,0,0,0,827.663776038396,0,0,0,0,0,895.179743561441,0,0,0,1495.94244845968,0,0,386.353574759914,0
"RandSig5",0,1961.01695627138,0,0,0,0,0,3527.16106176481,0,0,0,0,1379.28545151026,0,0,0,0,0,0,762.713067084414,0,0,0,0,0,0,0,1702.39104269351,0,0,0,0,1981.2868894505,0,0,6879.41991343311,0,0,0,0,0,0,0,0,0,0,0,0,681.786741434602,0,0,0,0,0,0,2812.2048751878,0,0,0,0,0,0,2176.97539222575,0,0,0,0,3969.6225360967,0,0,2168.63229576837,3304.60301695791,0,0,1060.21156285785,258.421923516883,0,2598.35270529759,2066.95430536507,0,0,0,0,0,0,0,0,0,1115.00451927421,0,266.023144105572,0,0,0,0,0,0,0,0,0,696.342429291121,0,0,0,0,0,0,3089.55148633855,376.364649115197,0,0,0,448.331629097592,1050.41156835711,0,0,0,0,0,0,0,3721.69864100857,0,0,0,0,0,0,0,0,680.134179976578,0,0,0,0,0,0,4153.14020000284,0,0,1356.82113855064,0,621.200597766115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909.05110178195,0,0,8328.35186257462,0,0,0,0,715.671366137349,0,1016.05444917392,0,0,0,0,0,0,0,0,0,6576.86351643956,2586.40161258792,0,560.007931198061,1598.45324084029,0,0,0,0,0,0,0,0,2090.31261507572,0,0,1559.67070188781,1515.05960930974,0,6611.49570627731,0,0,0
"RandSig6",1007.85220748732,0,0,0,0,0,1211.30049646978,4148.96285831065,0,0,0,0,0,0,0,10787.2585086614,0,0,0,0,0,0,0,0,0,0,0,0,1987.52888227503,0,0,0,0,3242.28224115709,0,10650.0104790765,0,9976.31640802062,0,0,0,0,0,0,0,14426.7829486357,0,0,0,0,0,8170.32220258265,0,0,0,0,0,0,0,0,0,0,0,0,0,5770.3920636231,22387.0398977775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21863.7277047299,0,0,0,0,0,0,6606.57617070661,6563.27664733728,0,9256.17181671173,0,0,17278.1904416432,7768.86303553071,0,0,0,0,3616.43499599968,0,0,0,0,0,0,0,0,0,0,0,0,4887.14610238452,0,0,0,0,0,0,11093.7042476767,0,0,0,0,0,0,0,0,0,0,0,9441.86133786384,0,0,7343.78457949159,0,0,0,7803.7237058589,0,0,0,0,41951.3698357165,4084.12700822741,0,0,0,0,0,0,35641.7205606797,11076.232071014,0,0,0,0,0,0,0,0,0,0,0,0,2710.1786216434,0,0,0,9674.48781691753,2470.48318763388,0,0,0,0,0,3892.26767101836,0,6543.77995252768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RandSig7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544.42957932804,1282.33440772659,0,0,0,0,1879.11611951692,0,0,0,0,0,38244.9426132591,0,0,0,0,0,0,2373.42148376976,0,0,0,0,2234.74539014011,0,0,0,0,0,0,15201.6618668837,757.311606493747,0,0,0,0,0,0,0,0,0,0,0,0,4200.88402275455,0,330.022391310759,0,5104.44769327822,0,0,2399.70609822586,1681.91459468743,2631.05513830972,0,0,846.280123094188,0,0,0,0,0,0,7664.42355421167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6315.56904419289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071.58767097218,0,0,0,0,0,0,0,0,0,0,5050.48805703752,2219.57453611369,0,0,0,0,0,0,0,0,0,0,0,4194.322118194,5788.9927070112,1981.50649188188,0,0,9422.2865567964,0,4116.95838609088,0,757.736702233291,0,0,0,0,0,0,0,3632.96431887382,0,0,0,0,0,0,0,0,0,0,0,0,1201.72029570616,0,0,0,0,0,525.473607715061,0,0,2030.02050290984,0,0
"RandSig8",0,0,0,1772.67062794686,0,0,0,0,0,0,0,0,0,3864.62873273636,0,0,0,0,0,1085.84906420298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867.29197449067,0,0,0,0,0,0,0,0,0,0,2136.01160362944,0,0,0,0,1014.62078525367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6528.77449717846,0,0,0,0,0,2592.84006101628,0,1180.71097370297,0,0,0,1048.4995260586,0,565.92000072375,0,0,0,0,0,1384.78321959733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127.64126723023,0,0,0,0,0,0,1306.64216967094,0,0,0,0,0,0,0,0,0,0,0,0,5771.85818582482,0,0,1304.22122741115,0,0,2291.71111373895,0,0,0,0,0,4166.95772553523,2129.88684382648,0,0,0,0,0,0,0,0,0,0,3188.76959602787,0,0,1345.07453780699,0,0,0,0,0,387.764762734581,0,0,2807.29511500822,0
"RandSig9",0,0,0,0,0,0,0,0,0,2581.41277940415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14116.1736410283,0,0,0,0,0,0,0,0,0,5839.79159002731,0,0,0,0,0,0,0,0,0,0,0,0,2235.27491857001,2477.83751775334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489.11883683185,0,0,0,0,0,0,0,0,0,0,0,2403.25114471586,0,2904.54413990026,0,0,3620.18091379266,0,0,0,0,554.073706098178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.59110877315,0,0,0,0,0,0,1722.11207062484,0,0,1363.89161576809,0,0,0,3336.44593081857,0,4199.24325657117,0,0,0,0,0,0,0,16303.5204921198,0,1380.65483972942,0,0,0,0,0,0,2125.75440095553,0,0,0,0,0,0,0,1166.6053135793,0,1021.38103658447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824.776441948712,7773.93869967172,0,0,0,0,3659.51896468624,0,0,4321.79324354541,0,0,0,0,0,0,0,0,0,0,702.214656798339,0,0,2894.3015879239,4902.39948625895,0,0,0,934.952336476592
"RandSig10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.65572263722,656.429976984606,0,0,0,0,0,0,0,0,0,0,0,306.232566245098,0,0,0,0,0,0,0,0,0,0,0,0,676.403891290625,0,0,0,497.289675202104,0,0,0,0,0,0,751.413147918405,0,0,0,0,0,0,0,0,1499.97008812457,0,0,0,0,0,0,0,1145.96349778383,0,0,0,0,0,0,0,802.430402913423,0,0,1932.61764315056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131.82467569731,0,1039.49699539161,0,0,0,1085.8075373111,883.812642548389,0,0,0,0,1315.90864446724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132.70105631451,0,0,176.595775783923,0,1103.59575232084,522.221974462061,1102.37513242292,536.950975023423,0,0,0,0,0,0,0,0,0,1534.21556488026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.4472375443,0,0,0,272.347886524897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332.08248699983,0,1747.55924464492,0,0
