"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",0,0,0,0,5369.52141459616,0,0,0,0,0,0,0,0,0,2261.88071964552,31359.2131223956,0,0,15384.8759163369,0,0,0,0,0,1965.70123818559,0,0,0,0,4929.28639794533,0,0,0,0,0,10642.7478656074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2861.43826522501,0,0,0,207.729246025664,0,0,0,2742.4346478978,2309.78982116607,0,0,0,0,0,3861.48933410589,0,0,0,0,0,0,0,0,0,0,0,0,0,9495.19188308889,0,0,0,0,0,0,0,0,0,2510.67716166536,0,0,0,0,2612.75296105642,2883.98793595199,0,0,10706.3989153669,0,0,0,0,0,0,1411.9586278713,0,0,0,0,794.534776168832,0,0,0,0,0,0,0,0,0,1571.13492279737,0,0,0,2544.53454606516,0,0,0,7084.88081396297,0,2021.02152895676,0,0,0,2905.93918260714,4875.60059401881,0,0,0,0,0,0,3576.71166915393,0,0,1860.13801636343,0,0,0,0,0,0,0,0,1736.85825802528,0,10489.8646134203,0,0,2858.06856843137,0,0,0,0,0,0,2852.16474304273,0,0,0,0,0,0,0,0,0,1444.43942195538,7068.74047980315,0,0,0,0,0,0,2912.48571349857,0,0,2762.61604501559,0,0,0,0,0
"RandSig2",0,0,0,2478.80624285062,0,922.513454756346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097.67912005321,0,0,1393.7597087132,0,695.749747349541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.870432854196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108.53686499857,0,1300.05350444809,0,0,0,0,0,0,1117.35538396615,0,0,2312.790066079,0,0,0,940.737309923551,0,0,0,0,0,1339.89463170744,0,0,0,0,552.954968880274,0,0,0,0,0,0,0,0,0,0,1843.08427179635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.110751479245,0,0,0,0,633.940957109307,0,0,0,0,890.418444285503,0,0,0,669.366239354738,0,0,787.233871339678,1396.78386761688,0,0,282.505953542521,0,0,0,0,0,0,0,0,0,2601.91707078772,0,0,0,0,0,0,0,0,0,0,0,590.06725457485,0,0,0,0,0,0,949.060801085883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RandSig3",4615.23656384716,0,0,0,0,0,0,0,0,0,9112.8974787452,0,0,14074.081009061,9758.26982911933,0,11056.5754767198,0,4700.38371177245,0,0,8074.69317260436,0,0,0,0,0,0,0,0,0,11283.9997158825,0,0,0,0,0,0,0,0,0,0,0,16235.6756601647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8491.45926493481,0,0,0,0,0,18807.0566673234,0,0,0,0,0,0,0,0,0,0,0,3989.98348935358,0,0,0,0,0,20362.4494667238,17363.5461510377,0,0,0,0,0,0,6966.94610833235,0,0,0,2764.9557969768,0,0,0,0,0,0,0,0,8940.3589770675,0,0,0,0,0,19951.170589418,0,0,0,0,5000.30852067829,0,0,0,44466.1347425067,0,0,0,0,0,0,0,0,0,11585.9333139315,0,0,0,0,0,0,0,0,0,0,4448.58992856914,0,0,0,0,0,4598.85412457601,0,0,0,3660.92913700095,0,1762.65713596958,0,0,10623.1150658288,0,0,0,0,0,0,6579.46648320951,0,0,7071.71746659403,0,0,0,0,0,2025.69509108506,0,0,4618.79333349295,0,0,0,0,0,22153.7032231599,0,0,0,15980.6379202779,0,0,0,0,5184.14839074497,0,0,0,0,0,0,0,4529.78308729424,0,0
"RandSig4",0,0,0,0,0,368.045361205188,0,649.421511382963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.9248632524,0,8829.10010942556,0,0,0,0,1277.95350137171,0,2586.99177873921,2778.27969714187,0,0,0,1047.20009951348,0,1393.04462613856,0,0,0,0,0,1073.61400282135,2551.5012728594,0,0,0,0,0,0,0,1004.85645749292,0,0,0,0,0,0,0,0,0,0,1378.99515564372,0,0,0,0,0,0,0,0,0,763.435896873308,1522.21852212918,0,0,0,0,0,0,545.332703384006,0,0,0,0,0,0,351.413489007686,0,849.925183373288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.457847528534,0,0,0,858.23048787962,0,0,0,0,0,0,0,0,0,0,1231.94905604384,1364.72881050936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.30259447855,0,629.59863450712,0,729.990705935281,0,617.764592678248,0,0,0,0,0,0,0,0,0,819.788699718575,0,0,0,0,0,0,0,1114.5035102968,0,0,0,0,0,0,1062.46863650238,0,0,0,0,0,0,2715.15037908869,0,0,0,0,0,0,0,0,0,0
"RandSig5",0,0,723.370310462848,156.917987343276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.63859544063,0,0,1670.4134538525,0,372.918553702195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.569221086671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094.8521788817,956.758470610166,0,0,733.243206777605,0,0,262.520710083915,1452.07596559195,0,0,2189.82458055029,0,0,0,0,0,0,0,0,0,2335.27303865171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.391283582657,289.06831169722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.65415200075,0,657.891210293725,1395.61893811242,0,933.978923517103,0,0,0,0,0,0,0,1489.68302014232,1713.80936655009,0,0,0,0,0,0,0,0,0,1138.25895270097,0,0,0,0,0,0,0,0,0,1649.28846594452,0,923.678579155877,0,0,398.618590034873,0,0,1471.35424524261,1190.61785709762,0,355.851386741663,2224.08873436025,0,0,0,0,0,0,0,0,444.767652073903,1920.5390585964,0,0,0,0,0,0,0,2035.23803846174,0,0,255.294206867127,0,0,0,0,0,0,0,413.203111818994,0
"RandSig6",0,0,0,0,0,0,0,0,0,0,1308.50794639195,0,0,0,0,0,2817.1407280543,0,0,1924.14532271131,0,0,0,0,2797.40481306245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720.23702929099,0,0,0,0,0,0,0,0,0,0,0,1111.83954355661,0,0,0,0,5437.88304188062,0,0,1276.1516150354,0,0,0,0,439.966416115711,0,0,0,0,0,0,1630.0712992399,0,3298.58443907506,0,0,0,1811.80319898477,0,0,375.342088482478,0,0,0,861.954279595672,0,0,0,0,0,3853.32206791984,0,0,0,0,0,0,0,0,0,0,0,0,1114.95687045726,0,0,0,10350.4113081637,4618.61048112877,0,3748.03147549349,0,3676.09657511621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795.67671531503,0,0,0,0,0,0,738.141486258691,4178.76992172312,0,0,0,0,0,0,0,3952.68387833135,0,0,0,0,0,0,0,1008.00811915906,0,8790.79813002104,0,0,0,0,0,1617.60961561672,0,0,0,0,0,0,5300.33649325956,0,6243.63378885207,0,0,0,0,0,0,0,4215.84800265154,0,9207.23577654628,0,0,0,0,0,0,0,0,6750.82779778941,0,0,0,0,876.185144378,0,0
"RandSig7",0,0,0,0,0,0,0,1146.96300697381,0,0,0,0,0,0,4169.28907309593,0,0,7297.35541093244,0,0,2091.29957597968,0,0,0,0,0,0,840.165432775511,1682.60350651402,0,0,0,0,0,0,0,1875.29872788818,0,3507.25708959359,0,0,0,3654.025353111,1048.49531826967,0,0,0,0,0,1374.09902261123,0,0,0,0,0,0,0,0,244.893104824724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334.13738865269,1046.40497651344,0,0,0,0,0,0,0,0,0,0,792.225669020179,0,0,0,0,0,0,0,0,0,0,1984.02587774628,0,0,0,0,0,0,0,0,0,0,0,0,0,3214.35115721446,0,0,0,0,0,2277.99857195535,0,0,0,0,0,0,0,0,0,0,0,0,2507.84692743414,0,4270.18483223534,0,0,0,0,0,1800.89122010658,0,0,0,0,0,0,0,0,0,6483.76271190143,0,0,0,3488.0901893822,0,0,0,0,9389.18150875937,0,0,0,0,0,0,0,0,0,0,1721.81555459511,0,1389.27849946115,0,0,0,6117.46542570266,0,0,0,0,0,0,0,0,2956.06335331387,0,0,0,3961.31322879296,0,0,0,989.101757853665,0,0,0,0,0,0,0,0,1306.11319333694
"RandSig8",3448.3593030049,0,849.417861091209,0,0,0,0,0,0,0,0,0,0,0,0,579.962057328508,0,0,0,0,0,0,3026.35322749182,0,0,0,0,1622.29763303898,0,0,0,0,2577.0259102409,0,0,0,0,0,1337.01988207683,0,5224.79355722461,0,0,1720.39872412132,0,0,927.459108923334,0,0,0,0,0,3595.08799881462,0,0,0,0,485.624577938315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6065.57461314443,0,0,0,0,0,924.294134463824,0,0,0,0,0,969.963919917313,7369.81193571435,0,4619.11389884352,0,0,0,0,0,0,0,0,0,2253.20651467044,0,0,0,0,3575.46685216651,0,0,0,0,572.513182884667,0,0,0,0,667.063853425063,0,0,658.72696428379,0,0,0,0,525.090129440149,0,0,0,0,5358.69150417617,0,0,0,1037.45492613613,0,0,0,2492.30891233211,0,0,1682.19325397009,0,0,0,0,0,0,0,327.183854312847,0,1008.17176887386,0,0,0,0,0,0,0,0,0,0,0,0,882.103332506322,0,2533.28111150496,0,0,0,0,0,0,0,0,0,0,0,734.832369811076,0,0,0,2282.07237324939,0,0,0,493.581220304029,0,0,1999.05510024163,0,0,0,0,0,0,0,0,0,0,0,0,0,1461.41196690914,0
"RandSig9",0,3251.75028073365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11468.1975365169,0,0,0,0,0,0,0,0,0,0,0,0,7747.4645220896,0,3061.86172810351,0,0,3335.42547165034,5164.36993229025,0,0,0,13604.8242182797,0,0,0,0,5731.22916345735,0,0,0,0,1485.09008008631,0,4810.92422582614,0,0,0,0,0,23196.6188659208,0,0,0,0,0,0,0,0,0,14895.4718034826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106.25608688901,0,0,0,0,0,0,0,0,4704.51907781149,0,0,0,0,0,0,0,0,6171.45109312171,0,0,0,0,4072.68303051244,44777.2812127903,0,0,0,0,0,0,0,0,6057.8379532522,0,0,11811.619400102,0,0,5634.04663425108,0,8833.55903487056,0,0,0,0,0,0,10891.1736620806,0,0,0,0,0,0,0,0,4108.95942484349,325.625531755279,0,0,0,2997.86404181787,8920.35725181358,0,0,0,0,0,0,0,0,0,45458.3664414677,0,3098.79926185164,5173.71361928151,0,0,0,0,0,3774.49639430177,0,0,0,0,0,0,0,3708.30538943982,0,0,0,0,0,0,0,0,6881.87880255599,0,7308.59638508441,0,0,0,0,0,0,0,0,0,0
"RandSig10",1270.25355263405,2004.57834887044,0,101.874142166856,0,1796.00378618235,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.64778766487,2615.33320940437,0,2478.68967781427,0,0,0,0,0,0,0,0,1319.11141116854,0,0,0,0,0,0,0,4063.52505013155,0,580.348098405947,0,0,0,1595.52607237305,0,0,0,0,0,2273.13610994161,2675.53451955249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.989220935978,0,0,0,0,0,0,0,0,0,522.432771189467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421.27855653723,0,0,0,0,0,0,0,0,0,0,0,0,0,4147.41899728518,0,0,0,0,0,0,0,0,0,0,0,0,0,2770.88038481858,0,0,0,0,0,0,0,0,0,0,0,0,2818.0969374659,0,0,0,0,3758.99546208027,0,0,0,0,0,0,0,4957.01594613048,1603.25034721255,0,0,0,0,3426.937304926,0,0,0,0,3636.83473157782,0,0,0,0,0,0,0,0,0,0,2089.64811465996,0,0,0,0,0,0,0,0,1227.92610044499,0,2524.84554520415,0,0,0,0,0,0,0,0,701.115794295058,0,5325.12151891298,0,0,0,0,0,0,0,0
"RandSig11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474.01477729163,711.091117313055,0,0,1347.47639445469,0,0,7771.23097675779,0,0,0,0,0,0,0,709.584982658454,1394.77993495543,0,0,0,0,1866.37435267578,0,0,0,0,0,0,0,0,14847.5061923836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4623.72813423159,0,0,8330.54359579303,0,1521.26508256308,0,0,2734.05718528806,2526.2810744416,0,0,0,0,0,0,0,2234.38338153207,0,0,0,4839.42996782841,0,0,0,0,4194.73348077053,0,0,0,0,0,0,0,0,0,0,1109.33654040066,0,0,0,0,0,0,0,0,0,1563.91172918894,0,0,0,0,0,1373.14922353927,0,0,5660.46638181665,0,0,0,5975.66894462099,0,0,0,6529.09310145852,0,0,0,0,1921.2384820758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781.69133608106,3220.07038619614,0,0,0,0,0,0,0,0,0,0,0,0,1003.44849616956,0,1204.97171241312,0,0,0,0,0,0,0,3844.0861934093,0,0,0,0,0,0,0,0,0,0,0
"RandSig12",0,0,0,0,0,0,0,0,0,0,0,3695.3015967696,0,0,30770.5114276401,0,0,0,0,0,0,0,8856.90546291406,11400.6394236503,0,0,0,0,7485.54817928795,0,0,0,0,8014.66223572094,0,0,0,0,0,0,0,0,0,0,0,5799.40627769469,0,0,0,0,0,4473.39321583899,0,0,3292.26352681559,0,0,0,0,0,0,0,0,9478.08153331796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642.23686702114,11918.6913477267,0,0,0,2002.75609779297,0,0,0,0,0,0,0,0,0,0,0,0,0,17795.2393490294,0,0,0,0,0,0,0,0,2194.30381473629,0,0,1930.15099096246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16288.945672703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5501.62756764502,0,0,0,4316.27954228136,1362.64657828456,0,0,0,3256.07338599708,0,0,18679.211552329,0,0,0,0,0,0,0,0,0,2210.64703601195,0,0,2850.07252459232,0,0,0,0,0,0,0,888.554534211251,0,0,0,0,0,38788.8101571715,0,0,0,0,0,0,0,0,0
"RandSig13",0,0,0,0,14518.3547307809,0,0,0,0,0,5228.06088128976,5979.35103675618,0,0,0,0,0,0,1663.32167564336,0,0,0,0,0,0,0,0,0,4747.11359635981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855.87729279379,1625.0373325113,0,2343.6664338039,0,2574.16045108225,0,4232.41483108724,0,12736.3226606567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247.68060235569,0,0,0,0,0,0,0,0,0,3698.48239898473,0,0,0,0,8194.42514513396,0,0,0,0,0,0,0,0,0,0,0,2148.36986699857,6075.46111062321,0,8523.27292211682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123.84699260653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749.35976539444,5792.27269818521,0,0,0,0,1475.76756265846,0,0,0,0,0,0,0,0,0,3937.37733002362,0,0,0,11680.2009755153,0,0,0,0,8798.09629772827,0,0,0,0,0,0,0,0,0,7640.35994465982,0,0,2533.91926587058,0,2208.42931996127,0,0,0,0,0,0,1468.81465062261,0,0,0,0,0,0,1538.33469946323,0,0,0,0,0,0,0
