"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",4303.38804657656,0,2928.40112628038,997.946678203682,1140.54843460106,0,0,0,0,0,1699.89160108855,0,0,0,0,0,0,0,0,6083.31434097114,0,624.020445690168,0,0,0,0,790.330519182569,578.172717315632,1137.67387956708,0,0,0,0,2986.81186080969,0,0,0,395.899982648626,0,0,0,0,0,2476.7112035646,0,2697.67580721321,0,0,0,0,2151.17230623897,549.36066093318,0,0,0,4209.86130066049,1956.27361738769,0,0,0,0,0,0,1280.71497662523,0,0,0,1352.59207461016,0,880.276843135448,0,865.874395400123,4368.4894291886,0,0,627.237113001074,0,0,0,0,808.792096810958,0,0,0,0,0,0,0,0,0,1231.33586474712,0,0,0,0,0,745.105201285103,1281.31267935621,0,0,0,0,0,4545.5612899388,0,947.135152928584,0,637.384615694853,0,0,805.484329636637,0,0,0,751.641366113399,0,0,0,0,0,0,0,0,2581.55392742842,0,994.390775460444,0,0,0,572.44172010633,0,1477.96465898177,0,0,0,0,5120.83078397259,507.165952099023,0,0,0,412.889460664543,0,0,0,0,0,0,0,412.233514213677,0,1293.06914402888,2694.23717656974,0,1921.34612434247,0,0,0,0,0,0,1065.17848733479,0,0,0,0,0,0,13700.7868877908,0,4535.85091298729,0,0,0,0,0,0,0,2320.5595634345,0,0,0,0,0,2005.13465073871,6525.89586048638,0,0,2898.72198334131,0,1143.22945108583,911.502404899264,0,0,0,4518.0201245791,0,0,0,0
"RandSig2",0,0,0,0,328.789257280405,0,0,0,0,0,0,0,0,0,0,236.77965367915,0,0,0,561.862538451666,0,0,0,265.290117403178,579.896289156389,0,0,690.941421417524,0,0,179.324928892317,0,907.30467761243,567.906550318278,491.414153918425,0,0,1030.10401413104,0,0,0,0,0,0,0,0,232.143838785869,1165.24752489948,1005.10042882536,0,0,0,0,649.164969230016,0,0,73.6466561415217,0,0,0,0,0,0,499.874215278388,140.914812763337,0,0,0,0,235.093421266454,0,386.583079744395,0,0,0,0,0,0,169.617735047932,0,214.342558892321,0,0,0,0,0,0,0,0,98.9862342747697,0,0,0,0,0,0,0,420.50124011646,0,0,0,0,512.732767728102,0,0,0,0,0,0,0,0,308.06036675761,0,0,0,751.691374828255,597.544691647149,0,0,593.017222214464,581.099401568374,0,0,0,0,0,0,0,0,0,0,0,0,0,287.564490394685,0,0,0,0,0,0,0,200.413753894586,0,0,178.477425479888,967.154199832921,0,328.275884862474,2486.29108939615,0,343.680800104336,0,0,202.415787066635,0,0,0,0,210.373060235217,0,0,0,382.695894128961,0,0,323.342756939925,0,532.188938936023,535.598595314946,312.405384735142,591.2003159632,1525.06687278903,0,0,0,0,357.886444970799,0,0,0,0,0,0,0,0,1328.96225424429,0,0,362.486883671006,0,0,0,510.683638140555,0,640.87674477291,241.609199334558,669.397340118641,0,464.692977621785
"RandSig3",0,0,0,928.425801829162,0,0,0,0,1577.59049078709,0,565.941381213227,0,873.361673965277,0,10896.9643696043,0,0,0,0,0,0,1116.08718427251,578.847339308438,0,0,0,0,0,5057.51003974363,814.329522171486,0,0,0,0,703.194918036409,0,0,0,0,0,0,0,767.329508089641,0,0,0,0,3649.25893402127,0,0,0,0,0,0,543.525326271531,0,3944.98826674417,0,0,1117.39596881938,0,0,0,0,0,0,0,0,1262.1337589109,0,580.654697731594,0,0,1468.50052268213,0,3299.55855495935,5348.81903897776,2122.04511235822,4171.01534557057,0,0,0,0,0,0,1361.94060306324,0,0,0,0,0,0,0,0,817.530583422389,0,0,0,0,0,0,0,0,5371.90333432388,0,0,0,0,0,575.845898602954,0,0,0,0,6700.45918301604,0,0,0,0,619.3371524453,0,3681.58331955512,0,875.55115104179,0,1750.18469670255,0,5340.543627041,0,0,0,2120.15150700306,1849.84288110353,0,0,0,0,407.796495961572,0,789.823547651325,814.361578718343,821.313173023563,0,3528.47043204438,0,0,0,0,0,0,3317.06106698369,0,0,0,0,0,2177.34658926488,0,747.637906916766,1510.69552278742,0,0,0,0,0,0,2479.56626460876,1062.5136412405,1304.59724271907,402.721570008708,0,0,0,0,0,0,0,0,2090.28696435242,540.431581401531,545.472038424034,0,3093.78142021065,0,0,0,0,0,0,0,788.131641056585,0,0,0,1653.60116185426,5004.57539706498,0,0,0,0
"RandSig4",0,0,0,0,27055.1613873234,0,1833.94984891167,2908.55567729782,2110.94676547213,0,2673.34187414193,0,0,0,0,0,0,0,0,2689.50567971702,0,2594.01886676507,0,6184.48238035402,0,0,1773.67039882824,0,0,705.814181578436,4906.11581472025,0,0,0,0,0,0,0,749.461722580594,690.716888684908,4216.23877379064,0,0,14604.1075442575,0,826.215452141989,0,0,0,0,0,0,5057.24243732902,949.999565938772,0,0,0,0,0,0,0,1748.94942008482,0,0,1789.51060997089,0,0,0,0,0,3380.66302311535,0,0,0,0,0,3562.49515001496,0,0,0,801.556442859597,0,0,4737.72023844751,0,0,0,0,0,9950.26897355378,7008.66151934235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159.16155206645,0,956.440267988768,0,0,0,0,1421.79221482742,0,0,0,0,0,0,0,0,0,6469.74700381074,0,0,0,0,2484.30686984231,0,0,0,0,0,0,601.238571188388,0,3614.23978619661,564.451676095083,0,1760.80100715184,0,0,0,0,0,0,1218.36132813009,0,0,0,1446.31419202035,3236.06043204978,0,732.449464259102,5642.42457862173,1071.25550743785,14293.6882361201,992.524438084331,0,0,1342.01958689288,0,0,0,2618.09827410572,0,0,0,0,1860.94332110687,8834.15183656991,0,0,0,659.45664410444,2305.96095461316,0,0,5750.09874955578,0,1724.34165159775,0,0,4227.49511297851,0,0,2488.42716783413,0,1726.36333073078,0,0,0,0,1556.39054470912,1060.30749005883,0,0,0,0
"RandSig5",0,1623.55643961782,0,0,0,0,0,0,0,0,0,0,0,650.603987425926,0,0,0,0,1385.32769534414,0,862.411215527138,0,0,0,0,3080.51064794602,0,0,2851.52430255144,0,0,0,0,0,1155.20807897952,0,0,0,1640.91735484523,5889.27269694771,0,503.263508103887,4369.52593714628,0,2216.08563160841,1037.59751570989,0,0,0,1350.82612886165,2075.44490750678,0,0,0,0,0,0,0,0,0,0,0,0,0,511.558202189003,0,0,0,741.234158745577,652.376543228384,0,0,0,0,1493.39000962453,0,0,0,0,0,0,0,0,0,0,0,3111.96900202294,511.418474032998,0,0,0,640.870692990834,1566.58221227838,0,0,3662.55247791641,0,0,0,0,0,7292.23067796098,0,0,0,0,1367.22525007714,0,9281.85972793354,1538.37738496796,1601.27665727973,1915.0376411791,800.81693714118,0,0,2266.64450937734,0,4899.68659942114,4106.80568500339,0,0,0,0,3052.52868390689,1276.79066310445,201.098667154991,0,2157.14444004298,0,0,0,0,0,0,4786.64554228001,0,0,0,8967.78765480676,1617.33750122851,1986.01747129872,908.868220275542,0,4189.08310604557,1092.24552541216,3709.31783531701,1173.90921108386,2789.30476991882,0,1360.80270585717,1311.99158571103,0,1374.73962470952,1311.63159777623,0,756.962112004626,0,3263.27361359086,0,0,0,0,0,0,0,0,243.166354431235,0,0,2393.22347672527,978.054913335767,0,0,0,2199.56672705577,0,0,0,0,0,0,0,0,5336.83191684284,6848.77392721294,1678.02693572903,0,1283.80363686345,0,0,0,0,0,0,0,0,0,0,4270.21123768947,0
"RandSig6",0,373.144078743,979.056579802934,0,0,0,0,0,0,595.473526517109,0,0,0,4723.46463045951,0,0,0,2081.65221069149,0,0,0,1140.0002357528,3068.79958299256,0,0,555.882415798341,0,0,0,0,1279.3234723854,882.978842760634,1591.57968417886,0,0,3191.43702315232,0,0,0,0,937.919225808819,0,0,1768.58169902805,0,0,0,0,0,0,0,0,0,0,1679.66964572382,0,303.069142413591,0,2872.30916062317,0,1904.3827233147,0,0,0,0,0,838.388428841501,0,1190.56817346375,0,0,0,0,4481.43550563802,0,0,0,0,0,0,0,0,2289.76716278529,0,0,0,0,0,704.659009271793,2742.14233230358,1195.19866339256,2192.67056682339,0,0,5093.78447159698,669.280762321713,0,0,0,2665.29588540162,0,0,0,0,0,0,0,0,1027.41225984301,0,0,1086.5925833651,0,4080.39699726303,0,1699.65528558778,0,0,0,0,574.187820291035,0,0,0,0,0,0,0,0,0,0,0,0,1502.20283861486,1349.14763416407,0,0,0,0,407.402969394493,0,0,0,3129.35547057688,1277.42518970288,898.119561878482,2161.87808888194,0,0,0,0,0,0,0,0,0,0,670.655412495907,0,0,0,2397.40502945289,0,0,0,0,0,0,0,0,0,535.427778988995,1754.87322727671,0,0,1596.30382247188,0,0,0,672.176269622226,0,0,0,0,0,0,0,0,0,1183.85519305782,0,565.799574702981,1542.29636243866,0,0,0,0,0,1881.34042316728,0
"RandSig7",0,0,0,3143.9803261936,0,3342.96586802003,0,0,0,0,0,1556.77488041401,1112.72809512605,1514.23164674175,0,1791.9362858166,778.811957497025,0,0,0,1453.85790007449,1149.63914868963,0,0,0,0,0,1798.67781128541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189.00916450632,0,0,0,0,0,0,1340.23554575882,0,0,4199.67233367023,2196.616117082,1972.61637218897,0,650.70544806416,0,0,0,612.172736472002,0,0,0,0,0,0,0,0,0,1467.50864037564,0,367.468739277986,0,0,0,2265.57389094246,1510.84001189785,0,0,2026.21454847167,0,842.329337729196,2490.08810728413,0,997.782990462269,688.366330541611,779.318825933678,0,0,0,2344.44728905323,0,1028.56588193613,0,835.756880963707,557.459239922304,0,4135.33418686044,0,0,0,0,0,1958.98065128065,0,0,0,916.831877718589,0,0,0,0,0,0,0,0,0,267.621353300867,0,0,0,0,0,0,0,0,0,0,632.420518864391,376.429083584297,0,0,0,1802.91075336796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.23675317436,487.230714506585,0,0,0,0,0,0,0,0,1321.51644340417,0,0,0,0,0,2460.24937415267,0,0,0,0,0,0,0,0,981.678434103455,0,2462.60018844868,0,3022.19719630848,0,0,0,0,1015.55077911927,0,0,0,0,1072.45601095086,2901.88706591714,0,0,0,3704.32434401696,2211.85805863616,0,0
"RandSig8",0,0,3024.48435614203,0,0,0,0,0,0,0,0,943.119766734559,0,0,516.898923420694,0,0,0,2013.94316500842,0,40537.9541559998,0,0,0,0,0,1782.71773060587,1453.48424764302,0,1876.44630819611,0,0,0,0,0,3852.7982055411,4712.7213123463,0,0,0,0,4997.62677837164,0,0,0,0,0,869.600743506507,0,0,0,1807.11823535008,0,0,0,670.070358210523,0,0,0,286.641611710488,1683.13531533252,0,607.726520897324,0,0,0,0,0,0,1257.51917893401,0,0,0,0,0,0,0,852.938344568672,1235.7377602233,359.266735115016,0,0,0,0,0,0,0,0,0,0,0,0,1629.18495091145,2246.63257481853,1014.57122758095,0,0,0,2092.81935743779,0,0,367.70311281874,0,359.791041817079,0,0,893.897335618938,0,0,0,0,0,761.835789875532,834.944063581248,593.614092069449,1576.64879965881,1064.96577240724,370.101276879928,2218.43446556468,0,756.96407005407,0,0,0,0,0,4086.96890497658,1307.97689270455,846.534715825597,0,0,0,0,0,0,0,0,0,2321.16407979402,0,722.257463325589,0,3848.56362957859,0,0,2601.11680875175,0,0,0,0,1572.85088623074,1045.87446754953,0,663.898832177222,0,0,0,1363.01764015794,0,0,0,0,892.119294891383,1093.83155603718,1925.56114644103,0,0,0,0,0,0,0,3052.35260621659,639.834576788913,0,2300.82825930806,0,1023.27361499629,0,0,0,0,0,1906.29968315376,0,0,540.708790806368,0,1421.43744015025,0,555.295779477361,0,5043.98639915184,1279.68993990444,0,0,1206.43346371697,710.208039213056,0,0
"RandSig9",0,0,0,0,0,15638.2538931757,0,0,0,0,12128.510330422,3203.7588888187,11003.3557223521,0,0,0,12576.6151759532,2153.59461703468,2163.34098706478,0,0,6324.10296487436,0,12888.0029966322,15932.4525468969,0,0,0,0,0,0,0,0,0,0,0,0,4058.6377929884,0,0,0,0,0,0,6640.21909001081,7811.20267055613,26217.6700671639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6559.41602082952,0,0,9622.86686639881,0,0,0,0,0,0,0,0,3508.59967138405,0,0,0,2356.38184906533,0,0,0,7338.9917220867,4860.83656613403,0,0,0,0,13964.1553258087,0,0,0,9229.98203095529,0,3332.84572840366,15176.1717849277,4672.18251727622,0,0,0,0,0,0,0,0,0,6458.20909403744,0,0,0,0,0,0,0,4585.85402136498,8591.12241893445,0,0,4593.32477417014,2427.34955592599,14653.3315951102,0,2261.81399141958,1534.68413657117,0,0,0,0,0,0,0,0,7473.49846695288,0,0,0,0,0,22741.9801107955,0,0,0,7565.22405503564,0,0,0,0,9855.26014762647,0,0,0,0,0,0,0,1590.78230596003,0,0,3280.60289713316,10464.4144452948,0,0,0,0,0,0,0,0,0,0,0,0,1288.30309893281,0,3117.68508148217,0,0,0,0,0,0,0,0,0,0,3540.12292666665,2427.65937054801,3827.44476574323,5109.41359099463,0,3365.67426694033,0,0,0,5688.69613100866,5592.79711091449,3813.16048934691,0,3194.21036468651
"RandSig10",0,0,0,0,0,0,3375.14312116308,0,2135.18922097154,0,899.418901892033,0,0,0,0,0,1323.32727743615,0,0,0,1165.3631586026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.793373438868,1214.85054004745,0,1817.07112024997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.56794306853,4525.74639802632,0,0,1007.63221135552,0,0,934.954528413845,0,0,5203.34487456315,1711.768043701,2215.11618399919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641.39277862377,398.090896652962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678.58089930145,0,0,1752.38138583981,0,0,0,1074.5597371051,0,0,183.096418871349,1141.5031039026,0,5670.07613601633,1222.32254176191,0,0,3076.05874370447,278.014249341013,0,0,682.558837234007,923.282492496903,0,0,0,0,1221.96008545964,0,0,0,0,534.807155139527,0,4659.85025991191,0,2064.46639317739,0,0,0,0,569.607669533982,0,1406.63406211508,0,0,605.298538619697,0,0,1147.54446946134,0,3643.44793094641,0,0,0,0,0,0,544.701452924357,0,809.676092496908,0,3768.74631338001,0,680.895407473189,0,0,0,0,0,0,1016.11223159351,452.612778984297,1040.59334697578,1815.30990923078,0,0,0,0,0,1652.95779764772,0,0,0,0,0,0,0,0
