"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",770.29173073234,497.752860059109,950.042680307177,923.063606766907,21.0387832562994,148.940025413179,0,0,0,1334.76038556964,328.118394631146,1120.91060895919,0,0,0,0,413.41833206546,0,0,851.737170171145,1660.61242200628,0,0,0,0,1002.68518896828,200.320577015278,239.008913727359,754.008575501061,0,197.655458893155,0,2663.19482236311,1077.068315859,0,143.2288884721,0,418.618234895609,719.70324195359,4094.55139922745,0,1020.36215125721,1223.40996243543,2431.81888619442,171.072506579565,1409.72168794339,1312.72569801928,0,0,73.2867096155055,825.5797483995,0,0,287.897993785163,390.709955040048,0,301.804549501346,457.254041984056,0,3508.83065185953,1559.02620873496,491.53436107574,1166.21821142367,0,1234.96783883038,0,300.886321266749,0,0,0,0,0,354.166946751936,1953.1443428773,339.889524169668,544.823349198917,855.679113614249,0,170.81378625069,0,0,0,278.342558525101,0,0,1639.10082735836,3211.76200205766,0,518.798141045534,1409.46116650296,619.049161251539,1153.72615746811,182.888212351932,0,83.0722573315345,398.634451497151,189.485686568969,0,959.50209402909,0,0,185.079853131623,0,0,622.359709823824,1334.06344821944,1590.34165362508,0,0,577.766024652152,329.247693000437,721.376324549663,41.7317303911917,1460.17301139979,0,640.06839250222,0,515.789205262409,288.610576292727,508.352141375226,1719.39093108527,0,278.441891766823,2862.72389213697,683.47636337827,198.521518904095,162.894911164946,0,0,3010.39222654876,0,415.006487693238,601.760664760665,0,245.461628280851,2287.44239006677,63.9200179732692,0,181.604394777474,0,0,861.331660437716,192.623661597776,6171.21333599997,0,0,0,615.779375407631,586.048997360121,0,1052.2369065403,0,896.24457375624,495.93206840328,732.075262492523,2042.97967733414,8257.15460203749,503.683966092734,0,0,154.805776689907,3459.32663534912,76.1031006969966,946.621078908298,719.337637768577,0,0,863.822747173824,364.058432724554,0,97.488842575521,1000.08934436528,1465.95875772536,339.611166066685,2225.47893429251,278.761209770163,0,0,0,464.310789263073,1814.52732885565,0,0,111.058925460306,0,1001.40180183886,103.092428029591,0,490.793812612937,208.679209515111,1517.60099447288,0,3814.56490802342,0,0,961.455023993821,220.60904479266,0,0,116.859344325145
"RandSig2",0,0,0,0,0,611.719262750455,788.738498557865,0,0,712.783680500846,0,899.088468237834,0,2638.34601981669,2725.24229239622,255.121434828083,4482.45071620117,0,0,1242.24219790766,793.256038964227,0,0,0,1767.86104017691,0,679.416021748744,2239.0597306106,257.095136766418,2331.24608080117,1348.35428209609,279.048499610084,0,0,0,1432.30559804118,906.116901578662,1128.7878872867,212.200447608468,0,8611.90161680568,1380.82780323875,0,1616.39942153829,0,538.716928469525,3135.06873525091,0,0,537.485557157363,0,7106.84859112586,0,316.48026457702,6309.67963333781,0,0,789.405269819689,0,202.132937945535,1317.25698657538,1049.87000372677,0,3399.97588988149,0,0,7573.74201009687,1214.10261451433,0,2372.14894842709,1438.73188679755,402.210301188856,1859.7896357725,1058.83235843507,4815.95803959852,535.487908408063,10448.8972403438,718.527882367942,0,415.525701419558,0,1067.959455974,1965.63552036,676.111243168048,0,0,696.388999614947,0,2662.03674209903,671.064076652778,23129.3611752475,0,1243.63221701555,0,0,0,420.960271627536,0,558.464392242123,0,696.911442905234,532.943399016543,0,0,0,0,0,0,233.483633029409,2262.45093862609,11002.7622895495,4534.56061241672,0,269.044014067959,0,0,1481.91816963328,372.213088277321,10922.5613968595,3910.77354540168,3019.28532106336,207.548323140238,2802.63061136988,0,495.357475445975,3509.13398695131,0,67.7745122374183,1153.68645995581,8517.32393396861,6417.86370018573,2788.78401522693,2231.08689702994,0,0,0,140.746870274831,5065.31082982095,648.240570276106,0,0,739.261366080048,1440.53913881254,0,27079.7661054991,6852.76738652797,0,0,490.57974005219,4206.57308387362,1809.54971107912,3879.67696603649,2154.11385726525,1383.18548072677,927.771561781008,3246.10739121689,301.301247379822,0,0,0,0,775.210479171932,57.3672490874085,0,0,0,0,225.353631898175,9976.34507800723,0,3660.26414823494,13942.1977876564,0,2837.92416486182,1022.50440457153,0,13186.4393305869,0,0,613.140015124021,458.565189048203,0,1286.09934375693,221.589233544248,480.530465128378,0,894.947758513536,0,0,13327.3338747152,13758.5285850054,0,1646.75219706557,15191.8859169298,0,2850.93508547272,0,13078.809524509,1048.02457410015,467.609994282534
"RandSig3",834.837640739311,534.609422508052,0,0,746.66847086317,1769.25524270479,0,245.330325371017,0,0,1177.93502327052,702.243147705486,0,335.73334863977,1025.57582779251,1621.92769244054,551.912092877748,524.445614977998,2139.54041262435,261.463869356227,1202.31118317052,0,0,0,95.1424570252621,545.335049113617,157.777285916671,476.334379432424,0,3979.24768470274,797.655203320533,414.015644163608,0,0,0,582.747515399889,743.877639116478,1574.24790908079,1214.2659461194,1162.28833876779,1063.65148508762,0,608.643348257721,408.704879444263,0,0,517.774253870016,943.873572331032,0,1031.8491080872,668.71274070986,350.332505449567,245.489927260163,1182.3331437664,0,80.9739637179275,298.274251296478,0,0,850.85543368589,2544.18415936236,1048.81469343184,1989.25582065901,361.448750460993,0,0,136.503437575639,20651.8423715366,0,2212.93797306984,0,826.967214622259,197.987653646862,0,256.653609390888,0,1342.94862872668,147.84461416803,307.955867968796,1566.03708363428,0,1186.86716607613,99.4534872156329,0,0,249.002848823332,550.621348145816,0,4679.74425468775,468.546740676339,0,1222.23501513239,132.325750647503,1094.49093561115,946.107827600448,116.776636006451,92.6363092045298,678.013983617724,35.7863736324644,1257.94153287134,169.676317357658,2291.09693749556,660.073969884026,444.856367538568,310.849442736816,0,0,0,230.917323672939,273.827041511781,842.112444163391,0,0,0,0,0,1526.55808932793,139.739882734417,662.408920742432,0,0,2756.65049650636,609.23470464064,171.96723712952,1127.10470760017,449.698983146743,314.61879789899,16.1528155394663,0,0,488.790793919506,499.315127163378,629.212069049384,406.619518080516,371.575278339466,0,850.285235214384,1109.60519867802,2208.35801111796,0,0,2116.24673910689,230.42375550256,0,0,1285.53994919848,811.099769705058,0,384.653599602953,0,1199.47837823147,368.300416464485,622.683235360277,0,351.390357496533,1279.4365997621,126.230696370409,762.568301756877,0,0,0,134.68170518812,175.071611808648,654.689940373908,0,0,95.528078315483,0,162.548865136864,0,1431.03221448333,223.304288063142,301.292364005854,1159.81675285319,454.098176802094,317.687323747061,372.98083094591,0,328.079727336174,0,125.452519707855,227.241009667735,356.748763721583,123.527656849356,0,1241.87780114487,556.76546680442,0,2630.732258562,0,274.638985072169,0,162.800291509331,0,0,2009.06513110896,0,0,0,783.537060394681
"RandSig4",1299.54955141928,292.065561302912,675.450168799914,3259.19768210166,0,1245.71844984025,0,0,0,800.487522024133,672.087081746181,1268.7095380273,0,4766.50938234042,0,1523.69844162909,0,0,592.936122673399,541.737496489251,1106.54448086294,0,0,1513.16406736726,2402.31814453968,3032.01001954061,0,514.34079933097,0,300.184881474625,1667.6078219039,53.629752028717,0,352.831320744308,0,2248.17057716181,595.402361071804,2963.32809662182,7306.1097090684,1569.91318418816,3976.8015684845,5894.20407604728,816.237334588151,2850.23654222669,0,1475.89949602954,0,1331.35420335246,2060.68351477216,2332.63917754016,0,379.511652281841,0,1690.8276294627,1088.90756599985,0,0,1312.62272225459,0,0,589.703618293057,621.202724291269,3253.77862635706,2066.55879824266,0,7120.95744160546,1997.31330922581,1676.10660924271,0,695.928432158573,1174.08635422843,4183.50393993804,1097.14530526607,0,0,1314.61557529244,0,604.182703852891,0,2244.51051619989,0,158.783854450136,1166.6922537482,10797.0932655246,0,978.736140649914,1009.80500791363,0,0,213.150513271561,5547.39730873556,580.55317361534,3758.96633874103,777.027774090253,43.4208571559862,897.854562098236,2737.96761717147,3401.2500933729,1275.2820914716,0,0,851.81594403439,143.853348772125,0,0,0,0,7639.42831976947,5405.62271959908,1139.2106500181,780.774880979285,0,286.645568738166,2336.72760828877,0,4985.2508597935,1547.88628930198,225.037146291619,0,2363.44839515634,0,990.126419560504,0,570.217756447238,638.463022838829,3039.84085245344,0,0,0,0,1322.47195510709,0,883.076815143095,0,0,3739.89718357681,1224.83094696678,6979.42265189652,5868.87839382675,423.368451000053,0,2449.72221487861,1807.45996312772,730.395871931107,1034.06046663622,7606.06765791421,34263.8296602751,141.86170875325,5927.01496819483,2553.77427563317,1526.00809180299,0,0,173.584836870131,0,971.086013878966,1529.61612953174,690.753147092094,925.297537699197,0,7882.28852117658,0,135.017880835731,2289.58152194591,1610.95211911596,834.645922266303,3033.09197884445,0,0,0,399.859214888942,752.678522098553,0,821.212676683563,3750.16401887872,5171.75882570929,1917.87480968734,0,1142.21874769189,4136.6354056671,0,1337.41379152689,0,528.527771446901,1271.28399058874,3113.33883440756,3449.34301949905,0,3845.72797056055,72.6761385672827,0,0,1422.76661018128,2169.29710132049,0,1796.14887975025,517.81177177718,1047.93827724793,0,3504.13181276545
"RandSig5",322.496613112855,79.8670084186814,163.546062710445,103.027626491561,193.192799730993,30.2575906392106,0,0,65.1734378251738,246.142677104446,298.8644050086,75.7134903314404,148.851112413272,0,0,44.972626820348,230.904943183015,0,0,188.364018326856,232.152523009514,621.718940271258,0,0,123.894266934562,98.4922415426546,0,315.296528075975,0,0,47.0074237606374,307.322528464398,0,175.916594710928,416.783977241238,305.178341548989,77.255649288372,0,753.609217888042,397.850278103149,488.177217674786,57.8189807032436,152.519045420226,80.8368079824185,240.626376661083,233.600217466465,0,200.210373785534,0,0,213.717751808203,187.097540278459,260.28460393862,362.834844115477,0,0,79.1216685214468,0,598.134395748356,344.278314673995,74.8158437036099,116.823997090271,353.454932522101,400.504349851793,0,221.215837301668,150.436011929032,316.388193951319,0,61.6420786120303,195.990030376267,88.7863615245825,111.407010704748,155.73069212486,93.8625390936085,0,0,0,109.578025739262,0,101.521191642262,0,149.677522701762,0,22.9263304623297,0,0,0,79.4764464171038,236.285734047509,191.976482568901,147.564033217339,101.143308401991,0,0,73.4487570408916,411.228204035368,0,172.718896893391,0,0,266.897916917575,415.063848978836,796.472221066489,250.461098274637,0,487.352816304597,0,138.977706904033,277.744988107952,360.631383234453,412.404512158494,0,0,0,0,132.652958197957,63.6916258871596,0,0,0,0,0,759.250206475282,0,51.7143876842663,196.723315451736,0,0,112.751116113673,305.809599831675,158.42188191218,111.827390973966,240.988160640019,0,118.114195247732,125.963742694394,0,0,0,0,183.619070019516,28.6946196745991,57.9325778279655,0,0,0,0,183.524506429694,0,69.2975510654262,357.148404961543,325.153065223066,0,0,453.933005468243,224.422460426676,0,0,0,0,367.335857788788,735.145996865519,217.194122303658,0,0,0,0,58.781407590862,0,391.858491881578,122.258074030471,82.0087703293304,260.140073014433,39.220175174716,0,85.975546944922,0,370.442738411177,0,0,206.428111901505,107.696732137944,212.209489191592,0,0,160.028351841909,0,301.858259053336,154.150231633998,0,0,437.614257012473,123.544857232343,775.808557737127,27.9685537531094,700.692768995237,85.7450262042733,104.688233749172,157.912830863948
"RandSig6",379.255075024175,234.973158390903,674.052253086355,0,0,263.184480410083,713.190121871215,0,115.103610290612,161.439192038085,266.974766777496,258.065343619693,441.530439536776,325.189413872454,688.106646736641,0,96.4467069307988,260.991330146436,1223.35027255001,304.626919742392,0,0,0,32.3638921577539,0,145.480552777032,0,310.842119499942,254.530440028595,0,0,147.672610866991,249.454442272376,157.005873806592,0,342.392382023644,0,1193.38885764887,278.218897544377,135.73415802171,171.577446539939,167.777322931845,0,161.386419392873,0,950.88877729746,189.503918283044,127.280556305176,0,0,243.462091710111,728.837073304797,0,578.392941797251,425.975080974394,0,141.611196881422,415.296042597172,315.21732655746,131.919517257618,54.6186946403271,0,0,430.636658265874,0,0,314.348110913764,1229.36202287487,0,0,272.201291074276,252.72519269632,79.5848388624081,226.76124515005,0,119.637259419254,0,0,160.513590609153,240.277215081585,624.908832965446,249.583740648235,231.262580309765,0,147.959176679637,186.34747552782,197.94574069656,115.2776171109,125.620897362915,93.5499672633707,0,146.249649839619,98.5244183197826,0,216.759087729733,381.209056294605,707.822498310323,0,106.029589900873,0,447.682051445605,224.944165444491,155.911707856774,162.185257749673,0,453.912727913446,0,0,0,470.826086252786,221.68220657789,116.068631265187,342.846846343461,824.135504711433,0,207.179472048919,73.3734759411829,0,0,190.388569918756,0,0,0,197.622970587631,0,229.492107051281,0,0,0,0,0,35.9483130464772,606.640239633854,0,78.8129928982299,288.772807666698,235.351376723457,0,3267.79407430975,441.896709717113,0,145.944621700087,320.208134042434,0,227.684505707497,439.8165927585,149.64256480276,0,337.717785658694,0,409.181778713145,264.466681960921,335.52611848704,200.556974042808,0,168.229072679508,80.9842680854647,1412.2849846919,0,0,0,106.600237581617,133.097098984999,1181.72439783386,2609.12336084736,240.845179237067,58.4321999341088,642.804113520919,0,91.4567674198608,0,0,70.8387163869286,331.176795942048,587.226279664468,230.365990341276,223.948399892395,487.050789520493,357.248830094805,308.882347003064,255.237412601526,269.055402556526,50.0036040655783,780.103923373571,48.2550170458862,0,253.119797132103,0,414.519447222593,0,91.3507996760567,187.191862061011,151.33943055416,0,0,393.427749513799,203.742218392547,152.982037481614,0,169.640916597002
"RandSig7",0,2601.48992661958,975.24704396327,4294.46742505397,968.98868705034,754.424753525394,0,0,1083.76153992586,426.707920024511,0,142.327914005634,0,592.084534894559,109.944759937783,0,243.348829837381,928.515570576059,0,0,0,0,0,0,748.761658272685,0,1471.9646691237,403.638451642544,534.609991437768,0,492.007846829835,309.440082592294,353.286994113063,0,0,255.524189012952,771.408715159826,0,0,490.098940802779,556.778293708914,497.349244066461,1315.28707940669,154.314274515926,0,2640.40829242608,0,1370.46413607504,0,1954.41547794094,455.341430399172,1053.29578751624,2029.80114442453,0,286.969048495806,195.230736699911,0,0,4298.88178615207,0,494.283733665946,0,781.84335350097,217.238442736341,601.040066185928,748.784572641001,1035.54401875861,2635.30224963766,0,716.862940718182,183.66936193661,1375.67858481769,3175.72412070472,1076.79500477876,3447.31944897464,265.67235807507,0,1105.19294422781,2034.80704444887,0,647.428921117305,533.309602293602,79.9571046043506,193.699134281862,0,3590.92740506753,6512.85302033611,0,627.111716715695,296.749572519544,0,605.528097237486,1957.30078560803,4098.44628540581,335.338811276195,1125.79107086893,1156.35444848358,175.550307281543,313.495417381562,0,0,412.575790014032,1080.49228526425,663.553420737658,1004.52031015063,198.144605245173,0,432.126613171079,0,0,320.559012358292,2588.45714063891,0,1654.65667450968,2659.27206685701,1523.68411213902,304.937307656106,1856.98751391751,0,690.61450107247,129.246975423379,0,0,0,0,0,0,183.093447319801,0,685.623436285094,335.953137712865,0,224.667762767011,381.390347172298,1415.84500679462,0,0,0,1384.93392701799,238.274086515608,0,926.036138597908,272.836951019257,0,0,948.288614693577,2128.1423543163,0,0,0,1224.02741332665,466.577614030816,356.740099521993,0,2027.06556157366,0,2779.58432380164,219.483962089023,0,1312.40957878302,638.572089806645,1572.4684845302,874.274084183679,123.661882787958,0,202.002151606989,1254.3222975934,0,2650.15742771827,0,5176.33581951223,1370.48040449767,4086.85808435147,763.459646819398,157.133998652232,214.614828609714,1431.43386391002,316.061964126925,632.696557386361,0,0,937.030698587624,2127.59526793055,270.304439935198,0,0,468.396284412412,332.679438093848,854.786020339511,414.530366295989,102.832696656378,493.150011541497,2154.49463205101,0,0,1021.76998479038,1158.74183640908,163.029150316818,0,396.25999947292
"RandSig8",0,0,0,44.1179650017652,62.3690084288518,253.557995745826,0,0,193.734146492112,69.6513507341679,0,109.163901236559,0,152.396804507898,282.616781645932,0,145.74452804513,227.823748851542,0,326.303414318263,143.714343135107,249.660882888317,163.357722605393,0,157.583751152599,0,221.25032951438,0,82.3971504674694,280.175478246603,112.555792001711,189.482754485561,94.1434497258786,1194.9362802072,0,93.0435257887789,0,0,0,150.557714379752,0,0,0,0,0,91.9708924530528,190.223670463606,215.500062602236,187.327363791272,125.08272733799,129.715926680597,31.1855667593898,0,372.846237397431,324.79032916021,0,296.691627189244,267.908220244241,0,103.675114482802,0,0,174.244557857893,0,0,0,0,0,213.289797397732,0,471.33137037203,0,241.685718622449,0,0,0,0,111.920411170014,401.182565288795,0,0,248.48226161646,117.162430099734,64.5382505298531,0,0,0,30.9118413018679,100.032659770851,141.646876445926,0,0,0,0,0,0,194.903622078374,90.8973504637541,287.024804083203,107.626682240424,0,135.985755065852,0,0,0,0,0,0,874.786880380483,202.854675160222,97.2925442428272,89.5726818341999,155.916106839504,142.45438618161,0,514.122887159385,220.23538597349,130.045653166902,97.8592122222473,180.213613612627,0,0,0,141.51706631308,125.555294909621,17.8106451778555,0,0,0,525.33546006624,0,45.1250374943058,175.291774400118,68.9984970439664,292.293033799217,128.04018937613,154.05820634771,116.783488955124,290.327770614042,0,0,149.543068129729,237.782924297605,80.9166169954772,0,0,153.894279741582,179.528231499244,0,46.3316484453406,80.9373185161872,209.963578495056,149.895581823888,0,131.986614141171,184.912607000165,75.3821258169966,68.6622181909601,931.045671762394,164.958300326161,0,921.321597074323,262.01940497162,0,0,202.982860584757,108.222472539434,53.6712380115919,0,0,205.664802984635,75.1797517264682,68.2450508924986,85.9489371268488,296.670873091643,64.3925740064127,0,166.016984199355,0,0,34.3081720079555,133.325290565465,0,184.679982553371,102.909368142829,222.309162891558,480.267796229814,557.666084798253,82.6172528815067,221.341824043186,51.3702229417228,72.7869616693036,187.176624464565,0,0,0,0,0,130.646599409557,32.5776786907188
"RandSig9",0,0,128.025569138432,421.646998061652,489.81770368417,374.452067557556,0,1122.77916618445,427.460256622702,164.586151338136,42.1193731689349,202.826591879851,317.693662885696,0,171.999923616762,0,937.403437194782,104.180050896947,0,180.639926894831,0,1031.84316139757,0,0,214.41562168855,91.7240227947154,395.21122022682,46.8333169221998,564.113789045768,166.489588354674,153.170238979557,171.66757815007,285.936201368616,159.670293731545,908.133370449025,241.657649432805,228.296696445876,0,308.075898404575,614.472356058106,0,426.106732235733,0,187.167290844614,665.430221019807,2084.87820514321,443.525058606073,154.349226016155,213.444005327495,0,764.665456276934,0,1364.90737889865,315.022461103783,0,0,116.60847635303,0,0,0,392.271496317579,201.888150673037,0,473.283114368851,0,86.1733514885702,468.236219295652,316.95919308184,0,483.672551835536,0,58.3207417718007,689.142251368778,0,397.318409722167,601.946844351159,0,89.3158577745661,0,151.627582247633,1303.05852695481,0,316.615256342203,0,0,0,705.246062665191,123.108012149805,0,276.052806390413,132.340471591489,527.867957896214,294.902309930809,0,412.297555531403,196.905260160116,79.7786103975219,0,380.877464560289,0,0,111.099623916314,68.013912311143,200.767064071411,319.538640455727,0,237.100084063192,0,91.1841656424469,634.098017686755,327.25406124401,209.860882105231,213.554004985453,82.1223121662647,0,0,56.1026692336717,0,60.2408419764204,547.238443514164,355.956999868797,0,253.22096365158,263.496350748871,285.512594245546,515.919294574017,0,0,0,127.317809945192,420.954825814147,431.9125924001,321.652238243133,249.156986469979,763.495683241699,934.56483388084,321.484382462409,519.028762756069,0,0,0,154.09412142604,1505.54041976576,0,0,0,0,587.283322314837,206.316153632281,86.8688359653646,170.36017691027,65.8658461097597,0,265.619900176352,0,280.143567377016,198.861117234367,400.208564638135,239.36950759157,0,208.939487750375,0,75.0593663829944,559.516914659852,862.658155536927,944.831508545123,373.623116021839,158.409092574276,526.360722658746,223.664470043403,199.625347745757,153.621484449474,648.093210078999,0,271.893179771363,882.230379068002,573.133414991269,237.051646131848,0,153.794784229164,88.1101300600855,0,714.310630220203,336.584920444664,0,201.063996388951,133.80179810868,0,248.378117814611,126.753521754846,103.72159077508,94.2370866029702,537.485997472435,0,0,31.9691496915532,252.4276869657,0,46.6582070798206,118.311763252308
"RandSig10",722.060639583618,2725.98876851603,724.285324115378,0,0,0,0,0,384.650503492301,970.863566781844,621.179345057253,889.531002724582,0,0,12772.4103842913,0,2097.22772390805,0,0,349.373441157104,4363.8051540532,0,1017.89478088735,156.688960108091,0,1895.2124579869,0,0,2375.16845643377,369.901779914923,590.617473951782,221.996042546287,0,1956.4783060564,0,633.431673945897,494.981293224832,607.328181611458,0,170.509539015379,0,329.097419532566,0,0,1010.36439160109,212.585250766659,1537.71597058799,1201.75351733118,0,0,0,0,427.055060677283,229.063982781463,0,0,0,1386.27703622602,0,404.0604787525,3783.62896832551,0,698.010596447261,837.029764019407,236.325548491143,0,2320.1473925408,0,0,239.536305293166,3655.03114836657,2574.55076820082,187.832935779005,4963.37079675228,0,1144.7326348771,1236.33772527319,0,5270.11302031612,2668.09334382849,788.240762996418,0,519.88963372731,646.482262225521,0,0,7379.57062276533,0,559.536211063304,1170.57389704604,304.504937452319,376.268822852061,1537.58029013578,907.187927314809,676.022870065242,1965.60064543359,52.1951890905781,0,2567.00039179062,0,0,1731.30971151689,498.714285019028,0,423.654446624657,1906.14456293844,0,0,2253.60752685931,640.328972523869,475.083123439792,4680.71575561241,0,1369.52196981617,0,233.669598812968,5922.07181980881,468.618580914094,45.9138836148048,0,1005.73028705021,0,433.55750307293,1465.52058087523,716.986713990421,3135.0097085897,0,0,0,0,0,0,612.202102484256,3038.67305009495,212.454228109421,164.957360376911,0,0,700.061550186082,0,1223.64260522534,1281.53153788833,420.242450432264,688.109392833534,4639.26580325876,0,289.058925858823,550.159134871023,4459.15452018094,0,2252.86736731075,575.000353162226,965.477751500625,0,697.291984770838,0,3496.310353308,2386.23619437187,0,527.1463090733,626.448788720238,527.971974954452,510.397625547736,823.382440089166,2135.26209144016,0,202.149005298045,0,199.781605347643,625.209701706471,773.920739429843,0,2687.37399341303,522.086628845762,534.031705042268,4982.69390646878,0,0,0,1192.27687094203,816.64538036928,411.462022874831,242.681342985553,1541.10926426625,0,0,541.315961231247,1147.87238419677,315.135261634927,733.169707646439,0,213.881424381958,467.776790912004,839.407365450557,668.075530164865,0,0,0,1329.25937310443,1857.40222162173
