"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",0,0,726.094183385669,0,475.318158662768,201.443766145039,0,0,351.381015935131,83.3505289744144,438.529533493069,0,154.32704172464,0,0,0,221.147343182879,0,260.246721337214,128.915438833497,300.532372613473,0,0,0,0,0,187.909439424031,0,0,170.074372041887,309.718143223735,0,453.886806322407,462.969422968764,0,75.0659866416258,120.046962066873,137.425652316358,127.5063979448,155.065766396905,936.787164894814,145.41130298163,91.6446971169391,0,160.367344851647,0,250.418835966336,0,228.807782333779,127.090173376991,0,0,199.057224575463,73.5973224926991,87.9515714784544,0,0,0,306.861069414298,0,0,77.6260083436722,0,0,93.9910548690802,263.617436179662,0,114.171087149686,241.367309710737,191.26210578464,532.005996288449,498.293967438902,116.759630148261,0,381.740661256925,0,0,0,0,55.2205141756656,131.48126924632,0,0,282.714188137243,0,0,75.9448432092815,0,134.022273937187,0,0,62.8934025461032,139.814471835319,112.413160036461,0,109.735955178967,413.30471528496,326.966424317858,362.054974453789,0,791.910332053365,283.49659337021,786.199759767903,224.479500158713,0,0,119.690980574615,54.5998392765432,691.391480246515,0,448.122254583768,230.565216864387,91.2333725845251,69.4618063063587,0,0,446.458863712105,157.288998367199,187.613390679805,603.488066038628,67.632808869742,0,167.503928475017,149.877833385331,132.975471486628,100.173189987407,0,65.6180592725256,0,0,283.930729847715,134.11187693543,269.218446261173,207.233635028624,614.280949707895,203.204280523229,0,86.2047381684869,0,0,121.770996024562,256.248423248478,0,0,0,401.755172128308,179.953677430237,63.6864198218379,80.0117300655019,0,121.423050557187,0,47.5944902432668,90.8738480304829,423.957280768719,0,0,97.5528013362609,0,1923.23775088336,276.020483002909,0,0,192.52199877751,112.028659901856,257.678301346969,316.805774717068,57.9710316823294,0,72.4394222097545,0,147.784643000825,211.455944932819,266.215499305508,0,402.625611363934,640.474545469515,234.5173882963,0,88.1920139495574,0,0,0,0,329.884151593536,34.961785180957,0,286.515102722435,0,179.093089188707,306.339044405132,0,0,557.549224437289,55.0527476019958,0,124.737524089368,407.251994584188,261.398700255593,316.614769650669
"RandSig2",0,0,0,31.8839603318081,82.0960161809838,211.851151992847,0,118.144317633131,37.7145866137291,0,0,179.777698579311,46.7945520292761,34.7663201230423,92.7916026790869,72.5162976455922,142.257338819481,0,0,0,79.4700386026877,136.96431506011,98.755659695415,0,56.3330803915179,100.427262688433,137.327386200835,216.867045201425,0,113.087995813232,54.6588504070887,0,746.660530159141,83.6198412697154,426.801467272736,0,73.0534692767557,47.7449425961928,119.165434125608,62.270680314599,98.5272293354326,0,0,0,123.726485631495,137.945167462811,0,0,29.5906850239837,284.802647701208,0,0,146.354568728905,37.4682402886685,85.6437888420202,0,74.1003670632439,0,0,0,241.884192540412,79.0338912961882,0,0,0,67.3548932956354,0,217.357832044006,47.5340468920796,307.473743260005,152.101004545768,53.5541786909962,0,0,0,0,141.140936561075,92.4452355307317,184.448818718409,111.82788040125,53.5813824744341,160.169141830818,118.658842840177,55.2281903260735,0,0,85.5184119102467,0,150.345496215999,0,78.7392397087229,0,201.570582608507,0,52.5579804418371,64.4386498263455,230.854326163573,0,40.5977943374211,0,67.1055209400671,132.448791650915,0,57.6463772733223,845.794775582623,0,68.7178867182117,154.329805379631,0,586.484211076181,61.0417685779544,98.3912568767387,0,151.385308662594,0,0,435.906137267983,160.436672278547,200.980810592721,71.909941456708,131.620933925777,591.122419015091,0,48.7263191841396,0,0,644.141725630559,151.455009186552,46.1539107874415,66.5625853569075,78.8441182123627,75.6498981833879,0,152.337100508252,0,0,0,102.394561834218,0,151.590663946873,77.8411718069597,84.5141323839656,0,0,156.239697378161,27.6166073200305,0,70.6708336048607,80.5405108519229,94.0603510691868,125.790939686217,0,0,161.756802893201,366.00865723731,41.7581256376599,38.9538320174702,344.153270013974,229.900249768005,26.1081204707788,0,36.2953620974409,32.8766192059558,266.552719765561,0,55.5607601424872,173.801115560781,58.8645550832157,0,0,0,92.0523057068026,44.189881004674,286.304139989589,62.0423804505967,0,205.978011894859,45.0337918980006,138.134249596049,112.477019620051,0,143.575899747726,107.501638317446,162.826903811035,71.4456072369263,0,64.9131559449556,66.3701025599701,48.9317155491272,1402.11607673025,0,0,0,42.5600374487885,144.10403910819,0,138.415022002586,70.0981838971323,0,0
"RandSig3",0,403.305281401084,2813.37895405104,0,0,926.141911316867,3098.8813934276,135.065831674117,0,1013.31822049967,145.548125302843,190.18174805226,360.349672676357,449.649173956935,543.178243375247,286.559568725212,0,471.340286883987,0,665.220867764118,119.270618915393,930.630329023731,1427.90030826502,388.84220596616,0,0,713.883297408099,577.017486203081,846.049835679109,396.805918254472,0,0,217.393104226321,113.488866962901,990.015215168692,0,945.710718055545,0,668.267783741268,320.040570463673,500.641278470648,481.68977083508,544.749979679565,0,0,0,0,0,0,0,3495.69771763084,0,750.438696011914,0,255.309865678816,0,3221.78158255303,580.528362013776,0,1415.47649459759,666.742778930135,591.934818297933,277.269203517738,768.669769123326,1225.08234217733,1509.70130562673,0,2971.25373830207,2916.4407671409,945.167695374475,274.317449226368,1092.97297706993,1571.10093567821,0,900.398425656962,309.461528144064,0,0,0,987.449685971939,144.207640331489,0,0,0,468.032260961893,0,232.690642449694,0,132.540354001387,303.161870138744,0,0,0,795.364936738704,235.420485013516,443.112685231501,1003.2608062513,0,855.606885404919,0,153.993655188963,506.285120177302,661.200706489536,590.778789795128,1277.66090436184,0,2241.78455746203,270.354297267222,0,0,986.569489093582,1647.73119241391,326.008645408277,1418.54869658636,0,478.824445107269,233.191371871008,271.61887187613,133.045205290482,0,228.880600405896,3075.44125103472,0,660.526474504048,3095.05848188464,212.006160327209,0,363.349843769235,0,1505.375620222,422.850785851319,494.136398230479,514.576196067071,0,779.570215888729,0,0,0,1937.3633854533,582.351689982457,1087.17466534902,816.025080989584,0,1413.9029894969,0,210.722626124404,814.532828561717,270.109737619707,458.719831828764,0,721.685941004702,0,76.8557860668244,273.377151073547,0,1383.48487377136,0,333.740021774299,269.885544399533,673.340754002475,0,119.216204136274,763.035416697985,574.476417942564,1348.93699822569,1517.27803061738,0,0,1785.84018856466,0,0,815.0942947653,0,850.053933816076,439.895746608641,0,371.322330031987,1814.21509401887,205.723258034152,306.202744880538,0,1041.63265944762,549.29961358595,1474.96535404447,1357.19531740038,0,0,0,86.1899434680556,3907.71850955382,0,0,0,162.549732308352,0,1182.61666031598,113.88573311303,727.550769448293,0,0
"RandSig4",0,4536.49994452551,1325.40919415336,1015.58033250671,839.917429199341,598.723844731961,0,2978.72131405577,3302.26930006697,1962.26875257001,236.259212212033,2269.20414007521,1477.93777542644,0,910.787635542449,0,0,0,3885.41866149271,2469.08661788481,767.517564395992,0,573.626008905855,0,1036.94261976346,1368.78315373407,0,0,0,0,0,1092.93539736543,3722.60156474683,863.380072839784,485.482335160185,0,51.1830158248437,0,1308.6035533926,1737.36755695696,0,0,0,0,2707.01949569386,574.452004652048,0,0,3587.09133187017,0,1940.02941009365,0,0,0,0,385.690234661592,1560.70286238224,0,0,1027.27374386967,782.56894767884,4598.13141413003,1092.7928433432,1330.74673257862,0,2037.29785467819,0,2605.58854709122,2030.67281421033,1206.42765999551,660.742573190591,0,7008.73289109051,0,2053.43326139428,0,0,0,6810.52019807235,1673.0087448884,0,0,0,16496.6355620417,1299.3650024104,346.318037139093,0,1282.87395755679,264.440649060638,0,0,0,0,5212.09502377512,483.810212059624,437.837454462201,1691.40842655578,1728.26526425778,2837.27907381171,0,780.747314675128,388.935135711208,0,0,0,1744.65534476793,4463.1676726289,0,2413.23437778982,1083.04614836615,152.033206279117,4617.66194198425,552.3825286039,0,13312.3899629733,0,266.193227555023,1997.27798772341,757.806836769827,0,113.901960196755,809.218952767859,0,15824.2778051776,3706.01981066465,2346.59520871428,0,811.048320439214,0,1084.18553452011,2309.77026213351,0,980.203000553485,171.288899312434,0,0,0,0,0,1611.04810979282,1662.44240966598,658.872532919254,478.402646313217,3034.45872389007,309.710787692487,388.681240549204,256.350413888461,1333.68004735965,3413.8173140583,0,1634.40077239012,0,0,1889.23528127364,0,0,0,0,8791.17548698024,72.5789409787423,511.096264439504,684.3453961258,1118.49346008077,0,1708.90982870069,112.93273497754,2932.36539380806,2443.26454747372,84.6719037359075,1575.71107849609,235.750617887808,1223.86763771989,557.917938126077,216.058569326382,0,269.57702173713,0,117.12342304734,0,505.644705300407,0,263.131411966204,1541.48304408093,0,608.200391856725,0,0,654.840620602152,0,141.538562846902,0,1325.65930728013,0,707.138588830608,283.269872145052,0,0,273.444049289167,0,198.667992779537
"RandSig5",0,0,32.2202420063801,86.8229882954635,110.573447886935,0,21.0659246135841,73.7697302476193,19.4805326582328,137.748198122534,67.1051494792953,111.803910733078,19.3670102390279,61.9067830171121,58.5602011244491,86.1776171479179,55.7870447027697,72.3239095402555,122.866890634085,110.242376890593,0,56.0484734962462,0,0,0,0,31.9285041450523,0,34.3547605453312,96.511559757929,0,0,76.3070017836475,77.7264133533187,78.0289946941361,90.6601723314223,110.340091141483,0,0,140.447155467763,0,0,34.1705891940208,245.91573600614,72.055506517172,18.8763560937413,15.1782721350587,0,33.8730116276366,0,0,31.2012712016943,28.7321299325314,0,92.3835185215748,0,69.590207949037,0,80.7141003872418,40.9247573259886,99.20169087986,54.8796672303661,0,113.531614161088,66.3893827944504,86.7191370805887,80.2840296958735,50.1384160228036,51.5726334463624,66.6269441192298,27.7238458439839,0,0,49.321833561802,74.1998517987646,36.1302545997287,0,0,0,72.1682483094154,0,46.5128828661794,0,0,160.681500955404,0,142.792980329304,0,81.8138528197298,0,0,0,0,20.9275655519318,64.3950600425148,49.5493686156971,19.4213093838058,0,79.6515720049825,0,54.113861076882,12.3578625799299,272.669377996536,0,117.224369724655,0,0,57.1731159543847,29.6632698023206,0,74.3759612977444,0,18.3104922054259,124.565852381354,97.2761010761882,0,119.292147932125,20.5412016451907,20.1523727009218,114.747532990261,54.4963385631985,72.6115452289913,0,56.0695962622044,0,0,0,41.3725008161341,148.16870210701,0,217.934685768455,0,17.1512147393666,49.3017359167616,42.6340040015124,0,0,0,0,37.1203614979458,0,75.8453689804922,0,0,115.346931124365,49.1759858958013,142.240792595682,79.7915594454932,0,0,67.8271300764289,0,0,186.706182962119,136.301470476911,134.807903133364,73.1370046108033,16.7035276238388,55.5366910601484,86.001005510851,138.361906605871,48.7575377600244,0,0,69.5463093282607,0,0,126.99376640456,77.2963661665747,63.6982819666276,0,61.1963939136769,118.193056844192,0,112.806806657159,129.280646944317,58.4100112443546,106.154330444286,0,0,0,0,47.7843806738656,56.9506246748021,0,0,117.378483866274,58.4914693292053,92.9229077032637,84.4858122558596,56.1198468635558,62.7008027847034,0,25.7884198457932,38.8654481472777,52.0714890771011,58.321717677668,119.008509574955,67.6360860171656,59.1677090136344
"RandSig6",0,0,0,64.198310513768,427.924168937131,137.16333310314,52.4652304389282,0,743.270653205947,145.236935589744,0,139.565274056673,569.021758300608,120.501374774978,271.848709862341,182.404785507843,608.82541280784,91.4378485827335,505.670621414342,0,0,153.591437106783,0,0,0,0,0,0,286.811000841607,501.309562241745,151.923911419498,0,87.0961079943068,563.818130676293,77.0191454582731,374.32411572595,148.946267699672,664.653845264927,74.2300069694252,0,78.5845068451776,0,0,0,953.005357087486,0,181.01036725544,0,0,0,484.860121323234,0,206.507968360965,675.73273666195,138.1686498759,0,0,0,0,152.371190639245,121.957454447739,1535.1207485188,360.724740490832,0,0,60.7360044758991,0,292.070716948441,372.89546024688,1094.45298143812,0,0,71.1171305627409,0,1239.56920386216,706.940391200358,340.184568391649,0,0,0,0,172.821099970112,102.797676199315,0,437.400194675358,314.865406501351,346.650145199398,524.345709460054,1029.94735795303,0,240.311101450122,0,0,0,750.318774727355,200.563967184778,224.080518598613,432.365780013078,305.26444014969,0,1169.70960008018,453.318217092849,0,0,179.696945909909,0,0,0,0,215.502370647289,806.245549901609,652.389335486173,93.985958122047,0,304.778823408677,0,219.531402866174,0,103.039541312143,0,49.491543996895,0,0,142.00320812327,0,0,0,0,406.013160744948,258.740657489573,290.000427620194,0,128.796614740746,353.972212533089,0,490.471645435541,0,99.0328303163403,75.4745607621144,186.205666906243,140.195955309017,171.351379572206,1009.25970014681,187.833000287155,334.450976759167,280.615630628868,115.822617730565,366.43797997762,0,0,134.556600774001,0,152.729690989358,459.781687399779,0,676.044106530223,0,0,407.888101361704,112.700750080293,531.631117140287,82.5195680296482,0,0,0,863.161738626237,135.928028846713,0,0,0,200.772475106616,133.967598534723,0,1380.91810323623,124.072473935411,0,0,459.456633557443,188.260163408211,381.231903222867,370.079499735893,0,123.654741320392,0,205.330941943025,407.764769860904,0,0,140.499332476248,253.43288326518,0,0,0,77.0269915784981,0,0,93.6742566628933,27.5924947658786,0,871.613254301526
"RandSig7",0,2574.58322145475,1291.82433620426,534.346687596459,2367.48345472789,0,0,2172.37990886831,498.490959680246,0,389.643771984476,2984.11324873125,4462.60089075804,1182.44551737325,526.390246036645,0,1102.48760369439,3705.54305936826,0,2903.75053864231,0,0,1350.70908156975,977.884840877679,0,1537.18919160274,0,0,76.8804057116648,0,0,0,1797.61085617899,1338.35878490896,1989.07737912947,0,2407.10595597782,17461.3058430983,1750.36137884218,934.500550762587,4793.61371535105,0,0,3288.96176015087,658.086733138068,407.624831861241,0,17830.9453968311,2783.86841904605,0,566.422621545689,0,0,1350.94101490216,511.605446511437,0,0,218.794247991645,1303.47826589148,0,1451.9799091658,2763.40726601006,469.951055229607,0,0,2370.97628857943,0,8422.44508819228,0,2875.54405929692,0,627.774160373811,0,5140.72627891214,1303.93456274556,0,0,2757.56355997738,2499.69577904379,0,1421.35708017332,0,2542.61338344527,2542.29490920673,0,0,0,2771.03498747232,559.387338632303,0,0,0,176.475682563504,2249.40924447651,77.0969502282608,2423.39031575501,293.773202560458,0,702.391811515936,0,0,1104.27713676742,1877.87487695555,3133.72430607066,640.323618128681,0,0,0,0,0,1208.75487675821,4796.04537096632,0,0,0,11795.4154773434,1790.30012528045,0,3706.48892984018,10879.5159711302,685.742428239673,2014.82730361489,809.887678462944,866.163080530897,0,0,0,1112.15025013359,490.098631556326,0,1764.49214583345,5979.17386342717,1043.0643455059,800.452007410149,0,1156.43282855729,0,0,0,0,2801.42698896308,1321.31802328729,1192.38204942004,0,429.018160054993,712.867204373125,1416.40999160562,4530.22154574117,0,941.132723435816,0,0,0,0,668.259451381133,1364.48003975417,7223.82705502005,1453.05626571359,248.212101986657,3077.03052109216,753.910072769492,0,2612.87187509259,0,0,2041.68514974746,0,352.599733292668,1242.41742783634,0,1430.34024049257,0,1473.35575404063,1199.16299011791,5692.89796742146,0,0,6327.62375552474,788.149277961973,595.964791490653,0,0,648.95433741568,0,984.851562281056,0,0,256.827341216452,3301.12279438653,1125.19744743668,0,0,0,249.919473487441,153.671089801982,0,0,226.741768055664,0,0
"RandSig8",0,0,227.997932167755,91.6255780603365,1138.66520386147,0,164.763930662063,418.833906539944,641.621206944157,316.277665275128,0,91.170770067352,133.426246766106,129.36557029367,992.995769057617,0,814.296855190428,0,78.0821621481045,141.778967035145,38.1009326283438,965.668755394829,0,0,0,0,297.771427633307,179.615693717456,0,373.947703619211,808.68696117873,0,338.454774243376,382.313577254868,0,0,411.245736606923,839.313666325703,0,179.955833038499,0,0,0,0,222.835341572395,284.837991005337,553.770447915495,0,0,0,0,0,0,115.233112907723,0,0,189.961839691709,178.151408619885,571.850743546317,808.451080985305,1648.53519058689,509.02780285461,0,98.9701739427762,385.503068472175,728.035557460426,0,405.675264267049,186.074688627734,238.394836699993,0,0,205.63597150834,383.16752673342,1122.60887539768,0,0,377.272784366465,462.419319023082,117.865470629042,0,0,0,200.418805607197,71.3581667353462,477.496817932594,806.779709130969,174.989442024297,756.184326053471,0,0,0,532.875169964142,297.672412709225,141.071636079978,354.947250672789,548.754641799431,626.114960756608,99.8638896852489,0,997.414030428261,533.633163332941,0,0,0,0,0,0,424.213386557154,0,416.056457278588,469.37668874438,638.20814364937,219.891745298328,422.548797935604,0,255.568060558078,997.682247199034,0,561.265553356087,0,184.623282168317,0,722.276768627808,87.1276928100327,0,0,371.507797515104,629.110456263786,281.938656097084,0,155.968798339303,686.209553308391,277.634875384536,234.319026321243,0,1732.06940159953,194.611209981835,0,268.993521518433,164.902113237067,450.663734503065,191.333151229227,311.548043382146,0,605.042228992771,439.04423969053,676.189726680791,356.119628445575,0,244.751791345331,0,0,172.340617828242,264.965440157689,123.075877149013,0,0,714.451757082066,205.021726765694,272.353480922612,69.9927532161686,262.407390002674,353.040418476934,0,0,273.214699744408,617.869457439713,377.662590462863,0,0,1356.56635905425,0,122.779959027183,794.658249393748,0,0,1100.31342252719,1899.10164942778,0,297.769243519624,364.026565531735,3645.16307499069,0,232.752829151814,0,0,200.565397205797,0,471.2623743594,194.878747194809,845.935234310586,0,482.032204618104,575.291173328782,0,955.14887366659,216.634925811669,1397.74569220533,0
"RandSig9",0,205.87328484647,235.329737586306,270.930263483689,0,0,0,442.574417011762,626.130346101522,176.748545936612,290.092151205644,0,0,311.685559853566,0,612.256050200981,169.06677172961,0,585.927082463429,0,0,148.616708182514,0,0,0,148.893678280089,192.962160101785,151.636504261523,0,234.808002563474,309.791148888194,71.3790892950178,149.117408315061,311.607291910701,43.3034135894465,448.630438740525,215.768576962139,199.241921138938,207.031706313759,403.194301978566,0,0,359.880260646499,0,259.475100053278,363.646180048605,417.748495136115,0,543.434413626623,96.8887488615017,0,0,0,35.5660606333571,70.7503559049863,0,95.0424745695578,680.243843208061,160.925562878897,167.183643493867,36.1998946489167,0,240.929248616951,142.318261891359,201.89227610976,316.436610422868,70.3962504216943,0,0,356.648706406945,266.752159501545,95.152975145414,0,119.377099556287,289.473520568643,662.51981241073,206.004031521615,0,0,361.318716932119,0,0,0,0,0,566.243615372256,0,335.911093495812,235.138071046269,1590.53632314952,0,205.955810285439,0,366.647401837533,132.412724731747,107.056230436847,66.2908200062301,503.203850392216,0,0,483.282465497789,84.7000593774865,196.995249439619,0,0,0,0,0,148.509344977331,0,672.99663300885,0,0,168.54990682447,496.114687791263,0,0,101.578055805961,153.897644339826,0,239.055516723006,738.055847564789,0,189.771035839309,1285.64514605002,193.228367898318,0,0,252.774017788646,0,0,607.482039355031,0,84.7165523225874,0,0,219.77606399766,0,383.011642084547,515.587888364167,231.286360050704,607.134141284247,0,0,308.153486889909,70.7408720426129,0,249.029567969689,464.001972308373,0,0,177.562922761621,265.944384792443,101.229949143713,139.379261161403,251.827987670806,551.158615562723,177.114150837811,0,1502.0640738556,197.505467619876,295.679403275832,0,0,984.962972678369,460.274673277181,253.039466367782,312.142496529834,0,108.485410418148,312.734808224843,63.7867555712745,57.2087612701192,395.25723911598,357.774919152823,295.679306145562,522.234318895268,0,41.6350759502315,59.1781988479429,0,56.5476908800618,138.93151332028,524.893989269778,0,0,0,42.0278121559463,226.926615743834,0,0,112.63197016706,0,496.989806008535,98.4279463186622,262.314365020559,0,157.162358118598,0,0
"RandSig10",0,0,6629.11737915803,0,4640.1111669537,3630.03995518159,534.965995715638,0,1018.99019214331,2401.73508196225,3582.10698563735,2881.40336694017,0,3018.54749041527,0,3103.86453565561,0,0,1140.37381985116,0,2963.27724396532,349.289209143085,0,0,3355.19936558054,864.741412148047,841.959254710305,8147.79269894632,0,0,9928.81000464664,365.123706461924,2065.1410665159,6289.6687680929,3413.91366694043,0,1488.02913606935,16902.0324573006,7096.16900763274,5756.29606837627,686.18186855799,295.09519297003,1881.17074002176,0,2458.72720794665,0,8096.47177040231,0,959.977000373838,5469.99711872542,0,20100.1579889552,1260.23301517575,6606.23838084394,1538.72054249014,597.190085453971,278.09253722011,0,1405.19759535872,1802.95926701479,5376.9224211223,0,1059.26282853925,9063.94969901666,1218.18492228176,5954.16738244502,5980.72515586942,26574.9600180562,973.195944708753,1309.16992030084,0,47284.1024711121,440.330296566709,0,0,0,504.550968009772,0,0,375.400628411791,0,0,0,0,17263.9758008827,1007.69250352917,0,4209.65618360122,2874.32000239678,0,3622.2054989103,0,0,1966.38106086377,2136.51062385167,2545.01567084208,2926.72201155834,10986.1349380344,3608.53319026741,0,728.563955082844,888.494909855464,2872.15216057143,562.829336363432,3614.98312577178,5425.77108562983,5637.17969516904,0,2325.02033330657,1181.69275217719,627.206047595826,2515.7588554405,3148.81548678885,0,1953.30900900244,0,6614.34984589776,10127.6321747105,0,477.735213688701,2386.31985733897,5075.57884986442,0,8651.82807928444,26152.3631943549,0,0,1064.56152750001,2630.46371304504,3143.91395546265,1498.84087411894,0,1364.56269585614,12549.1215339165,0,52792.0933377042,0,755.548587048466,0,336.603974053771,3092.891157092,18579.41990023,0,0,0,1608.44984927806,220.907775554652,1868.44641466685,1778.43801882568,0,356.558514567537,4679.89087192688,0,21486.4330264211,1613.4501755971,222.688336981818,23708.0991473982,1993.13682023138,2616.01010688353,4542.08884795737,1799.32450338462,0,0,0,0,2524.75214113536,312.457456224036,16044.2909703186,0,6479.97606710296,1920.01736642201,2346.8358813233,4794.29159554164,0,15458.2938904862,4494.01328650315,1962.81665037736,87.9879272341983,3859.78045225282,918.605134835794,0,1775.7753528452,1643.26825912384,1184.07026577191,174.554359660603,5817.69367748877,0,0,1069.99843357399,217.872660077437,0,0,128.893846028352,4566.4475875597,2705.70038902291,0,11925.5981341398,493.562660032616,2257.26186996112,0
