"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",3587.79486343121,0,4730.35887149925,0,0,0,0,2357.38321798789,0,0,1777.67449220371,3869.27563503825,0,2632.70883257441,0,0,0,0,3445.59609787983,0,0,578.913950762628,0,0,0,0,2324.73805084569,3596.83677037732,0,0,1473.34157656794,585.404722105199,0,0,1835.04720323618,0,2592.72833958055,0,0,0,0,0,974.677859069638,0,0,0,0,0,0,0,0,1369.92542282839,0,0,0,0,0,0,0,0,956.344473040916,0,2954.68973457179,4478.09611004269,0,804.949004788593,0,0,0,1126.77298174953,3835.16030976719,0,0,0,0,0,0,0,0,1923.78060060051,0,0,5150.35333598666,0,0,0,0,0,3335.65534199389,0,3470.06414378208,3249.45161929391,0,3505.67547732411,0,5927.62024152794,2388.73497510522,7485.96535626768,0,0,2965.5746720656,0,6614.41124610502,0,0,5506.41712593209,0,3525.96544877668,516.821909925491,0,0,0,0,3458.72734155647,0,0,0,7450.84730544175,0,637.298575664466,0,0,0,0,0,1859.86457107933,0,0,15844.8718813375,0,2517.75536382842,0,0,10696.2303159042,0,3027.36489706161,0,0,0,0,0,0,0,0,0,0,0,462.309486207365,8447.01234912458,2078.3223040738,0,5178.70703364866,0,0,0,1325.96226068653,0,3830.75728104613,2336.71026388774,7993.71358921049,0,0,1044.95518372349,2086.21113520734,506.178157403126,0,0,1898.00543494034,900.589026283728,0,0,0,0,0,10968.9051705604,0,3954.31402671554,0,0,0,0,0,850.68543787805,0,0,0,0,6457.6771438952,0,0,5839.36768131477,0,1262.51077250427,0,0,0,0,0,0,1573.9889352511
"RandSig2",0,0,0,834.910794528186,0,0,0,0,0,3104.08805250875,0,979.049811794809,0,0,2442.70188802302,0,0,0,0,0,0,0,0,0,0,0,0,632.730393149738,0,0,529.486721554792,0,0,0,0,1614.65605398213,1134.42934661119,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.0782344402,0,0,0,2053.48752605062,0,0,0,0,0,0,713.358513457389,0,0,0,1620.33517145779,0,0,0,0,0,0,1625.23913957628,0,1200.83983628823,963.219655559785,1670.92453453906,492.555801630684,0,0,0,0,0,0,0,0,820.212988631163,1380.39398654389,0,1670.41680536616,0,0,0,0,0,0,0,0,0,1569.88371366671,0,0,1154.91796501047,1080.19529003391,0,0,0,0,1542.42568835292,866.437089382414,0,0,0,0,0,681.027776348892,0,0,0,2105.43267849861,0,1560.8779984542,0,0,0,0,0,1170.00349721442,0,1606.97814708612,0,1609.97181299625,0,1403.95527934038,0,0,0,0,2182.80117466803,412.600971811356,0,826.275235260639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901.523068711647,0,0,2559.81942997115,0,0,977.931849774807,0,0,0,6862.03203882021,0,0,0,0,0,0,0,0,0,1673.72040103312,948.114725494997,0,0,0
"RandSig3",0,0,234.514579421135,0,0,0,286.294537732889,0,0,0,343.241171805875,0,0,208.966859596229,0,0,0,0,0,595.177565119305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.897072188003,0,0,0,0,504.006109257545,0,0,0,0,1054.5213171428,0,332.475625484886,0,0,0,0,0,0,194.427247981912,173.118895485194,0,274.925469227349,0,0,0,0,0,0,467.580453191665,0,0,0,240.441720032214,0,183.526947052881,0,0,0,0,0,0,0,0,0,249.765495728617,0,0,265.56571308464,0,0,1481.71164641699,0,0,0,0,0,0,444.90372274792,0,0,210.144684403727,0,323.029520484309,0,0,829.353147865071,0,0,0,281.600196861154,0,0,0,528.462401879964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.398832424387,393.494306487486,0,817.286583603836,387.619293952142,0,582.302191486358,0,445.131283051518,0,0,0,256.560849480311,0,0,0,0,589.757044369755,341.760089474662,0,0,663.656648428177,0,0,0,0,0,0,712.038689749401,0,0,0,0,0,0,0,0,0,0,0,0,0,229.28145080259,0,0,578.948074957514,0,0,0,0,0,0,0,0,344.597771341125,0,0,0,283.610884447894,0,0,0,0,136.926603934808,0,0,0,0,0,0,0,0,0,1026.90468976623,192.989129599185,0
"RandSig4",27537.1600971601,0,0,0,0,0,0,0,0,0,12744.1083606035,2565.77943737382,8970.07277956872,0,0,0,0,2170.08030444985,0,3786.658431082,0,18074.5782940651,0,0,0,0,0,0,0,0,0,0,0,0,2317.42507479921,0,0,0,0,0,8405.95821834821,0,0,10318.0902773316,0,1664.74938493306,8000.64731318906,0,0,25254.5027514471,0,0,0,0,0,3729.12806917163,0,15187.3426659445,0,17538.2328646703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.287334735951,3133.80860999696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516.23593632459,8378.31132151506,0,0,0,0,8397.61326424265,0,0,0,0,12010.0859448772,0,0,0,0,0,0,1181.93543215784,6528.24734453435,14441.5017628712,0,0,0,0,3052.8998847795,0,0,0,0,7087.13084689899,9087.0734765406,0,0,8382.04628137022,0,2143.67459711735,26844.8272419041,0,2957.1275993718,0,0,0,0,0,3098.35161676153,14620.284949337,0,0,0,0,0,17541.7967153697,0,1907.24571778071,0,0,0,16403.919729165,4818.3706257687,0,24190.899073855,0,9504.24314791281,0,0,0,0,0,0,0,9615.26700856684,0,0,0,8544.96501315531,0,0,25115.1447714546,0,0,0,2404.83322811358,0,0,0,13342.5800615917,0,4234.89259087601,0,0,0,5201.59739907801,0,0,0,0,0,0,0,0,145278.079966224
"RandSig5",0,0,0,0,1566.87485263141,0,3960.44862115514,1625.02427672111,0,0,0,2197.30550718371,0,0,0,0,0,0,0,0,0,0,0,866.331522974254,0,0,0,0,0,0,0,0,0,0,7521.19111493026,0,0,0,1122.02272382809,1155.21109695824,0,0,0,0,6902.97960867589,0,0,0,0,13061.341886476,0,0,0,0,0,0,0,0,0,5671.07251697894,16431.5616309344,0,2496.3951761881,0,0,0,0,0,0,13083.1999283338,0,0,2618.2939237943,0,0,0,0,0,1193.44308703017,5660.60816733042,0,0,0,0,0,0,0,4412.57361209784,7370.88899174738,7276.88552751699,0,453.728246149283,0,0,1650.07136521073,0,0,1030.17515785808,0,0,0,0,0,0,258.736050574288,0,2561.75310457025,0,0,0,0,0,0,3345.21904449377,0,0,0,1778.02326481709,2760.40785247022,7822.77187723296,0,0,0,0,0,0,0,0,0,5398.27263043276,2702.98073690434,0,0,0,0,2924.47675754942,0,0,0,5101.6501130703,3259.20127255364,1429.62458330249,0,0,2582.31725447917,0,0,0,0,958.355036244785,4666.18049477592,4732.72047170322,1573.54762368053,0,0,0,3237.860645172,0,0,0,0,0,0,3489.21359283517,0,2962.42221955596,0,0,0,0,15134.662188199,0,1741.23765618355,0,0,0,0,3782.30134333635,0,0,11422.7711172745,0,0,3984.55644334756,0,0,0,0,0,0,0,5026.16678515847,6514.32820007186,0,9447.70140703995,0,2002.50262330588,0,0,0
"RandSig6",0,0,0,0,1010.87400123635,6895.54591257768,0,4583.65023923028,2498.91742418286,0,0,0,5328.08876414449,0,0,6684.61466364277,0,0,2526.07496775874,0,0,4513.23056410205,0,0,3225.58350383633,20726.3728137557,0,19529.2537905108,0,1205.30044990203,0,7752.30238549742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4204.45451461504,0,7466.90858038801,0,0,0,9115.66981566923,0,0,0,2379.65828182059,0,0,0,0,0,0,0,0,0,6918.49002684784,0,0,448.92672379405,0,0,0,0,0,0,0,0,0,0,0,0,17751.3202897352,5134.29269309067,0,0,0,21402.188374934,0,0,0,6511.32924170433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.18911316176,0,0,0,6989.32136889509,0,1527.47735295645,0,0,906.827579385224,0,0,0,528.607173726212,0,0,0,0,0,0,10466.7020278048,0,1721.56666903825,0,0,0,3082.07273996476,0,0,0,0,0,0,0,9569.68113947739,20557.4775413511,0,0,6585.56661747041,0,0,0,0,0,0,0,0,0,0,5113.37926140598,0,0,0,0,0,0,0,0,0,28027.4965061941,0,0,0,0,0,1148.75543383642,2502.48570188314,0,0,11233.4165268282,0,4019.40775560691,0,6302.67905194825,0,728.398312349716,0,0,1369.00857560479,0,0,0,0,2676.04404956101,0,0,0,0,0,0,0,0,0
"RandSig7",0,0,0,0,0,0,2166.02438507804,0,0,4374.34593393773,0,0,2291.00772221311,0,0,0,0,0,0,1488.18479086929,0,0,0,0,3328.52256206744,0,0,0,0,2008.60747972093,320.344768770445,1237.7922667011,2111.03149667202,0,0,1217.64096022277,0,623.926508899373,0,0,2664.84614316808,732.084755185542,0,0,462.228784095396,0,228.061493130588,0,939.44022952631,0,4582.41312318986,0,0,2216.51341393659,0,0,0,0,0,0,0,0,1399.56513298281,0,0,0,0,0,0,1311.55042356722,2282.32878656108,0,0,0,1580.55370719945,1683.50737935167,1640.48471566906,0,0,1444.42769325137,0,0,0,0,2154.11649349204,0,0,1253.98711560887,0,0,1516.65943621116,3486.69478417339,0,1700.41281307979,0,0,0,0,0,0,0,0,0,4745.33251278342,18107.0186940991,1753.38129550298,0,0,0,0,4562.56800674599,0,0,0,367.390516500045,0,0,0,0,0,0,0,3864.73460032859,0,0,0,7937.74486936084,0,0,0,1635.02003770461,0,0,0,1470.64841876698,0,0,0,0,0,0,0,1116.7408696693,1814.36031062395,1506.80888768138,0,0,0,0,0,0,0,0,0,0,0,744.514523778481,0,1179.16969125509,0,0,0,0,0,0,0,0,0,0,0,0,1505.61810196796,0,0,0,0,0,0,2909.32859508374,0,0,688.884133952393,0,0,0,0,1768.20026232128,0,640.362550205199,0,0,0,0,2741.06315156153,1987.98000655745,0,1266.68682962322,0,628.331016966187,0
"RandSig8",0,0,0,0,2544.40139735493,0,0,0,0,0,0,0,0,1961.49644965999,0,0,0,0,0,0,0,0,0,3833.69397394493,10028.7498985577,0,0,542.096547420653,0,3370.85902218068,4557.78479690397,2201.73818426433,742.600331017155,3292.62723156222,0,0,0,0,0,0,0,0,0,4432.70573767407,1576.57495244183,3568.58857723462,10017.3720262128,0,0,0,0,0,0,0,0,6450.43748222122,5019.58157971668,0,0,18277.020182416,0,0,0,0,534.36407502659,0,0,0,6460.19001140005,0,0,8967.00218170057,0,3627.65942523331,0,6173.31423216321,0,0,0,0,0,2384.71340283309,0,0,0,6990.27495802515,2040.15391231116,0,0,0,2075.40415870301,0,2103.94759837432,2271.47473608302,650.753146637211,0,0,0,2247.74828599997,0,0,0,0,0,5672.4755937138,2118.88284530209,5327.71041602998,2875.77469295163,0,0,0,6063.66664372456,4581.70939043402,0,0,492.523479978968,0,2319.21350472853,0,0,0,0,0,0,0,0,0,784.187484704934,0,0,0,0,0,1122.52495732187,1572.43023634744,0,0,0,448.162001193561,0,580.106417028972,0,0,0,0,0,7914.07445323916,2129.25074075136,242.66267982881,0,0,0,0,0,0,0,0,0,1145.97558812591,1806.31956377378,0,0,0,0,0,0,0,0,0,0,6123.4200058572,3627.22384843721,0,6334.00126212145,1547.75193135352,0,0,0,0,0,0,0,0,0,0,0,2673.04397974742,0,0,0,0,0,2833.66479280739,0,0,0,0,0,3219.11320777966,0
"RandSig9",10367.9252776515,0,0,3998.98250962491,0,0,0,2529.33144449325,0,0,0,0,0,6623.17626918722,0,0,2861.06862219628,4991.49095316413,0,0,0,2646.45908750843,0,0,1461.57751098879,0,0,0,0,0,0,0,5064.53344816914,0,0,0,0,0,0,0,0,0,3809.19581841874,0,1676.16930657462,0,0,0,0,7065.26125509661,0,0,8081.48457934622,3160.05920720068,0,0,0,0,0,0,2433.5760675136,0,0,5031.07168624655,0,0,0,0,4140.43631300941,0,15443.7779380741,5093.58188087786,0,0,0,2037.68951322904,0,26331.8670934012,4289.92706284296,0,0,0,0,0,0,0,2258.2982694844,0,0,0,0,0,0,0,0,0,9947.33788032895,0,0,2688.87366447322,0,0,0,0,0,0,0,0,0,0,1528.20581346595,0,10016.4698913262,0,8592.29576981681,0,7535.3600146975,4521.74736171944,0,0,6218.72091321152,0,0,0,0,4035.22764143535,0,0,0,0,0,0,0,0,0,0,4435.27188072574,1986.50471987479,3371.64656318553,7888.20969996852,0,0,0,1646.99415263611,0,0,0,7936.00616044265,0,0,0,12960.142534342,0,3093.78321528019,6983.56526327926,0,0,8569.30401875643,0,0,31700.8962761578,0,0,0,0,5812.1196941278,1598.9022852455,0,10979.8573176476,5900.65906199045,0,0,0,0,1967.12028370534,0,0,0,0,13016.6076175448,0,0,0,0,0,0,0,0,0,15550.1942180918,0,0,0,5526.32657099134,0,0,0,0,0,3269.35325328847
"RandSig10",0,6970.2264992735,0,15953.7504158853,0,0,0,0,0,0,0,9031.99706876274,0,0,0,0,0,0,0,0,11060.5204838428,0,0,0,0,0,0,7636.42469999049,0,0,0,0,16525.7142780505,0,0,0,3290.25986412081,0,0,14963.3128860426,0,9608.78720799043,0,0,0,0,0,1485.06464870067,0,0,0,0,0,0,0,0,0,0,5136.35121764551,0,0,7837.22076204509,0,0,0,7323.02119775991,7100.66370627312,0,0,0,0,4571.37475620313,0,4775.91755445753,0,9999.79157440504,0,0,7471.20773269677,0,0,0,0,203.543918972494,3722.119515277,0,0,10059.6161601314,0,0,0,7586.17556912846,0,18348.6143026564,1698.04177515358,8062.18580948876,0,0,0,14873.7062920572,0,0,0,2290.3864851412,0,0,4752.12621417574,4538.02550349285,0,0,0,0,0,4871.48357966136,0,0,0,29903.767868711,8957.86008735631,0,0,1796.2865469423,0,1971.80052674785,0,0,0,0,0,0,0,0,0,0,3089.45551284199,0,0,0,4492.83254306915,12354.0212569594,0,0,0,18072.304727549,0,0,0,0,0,3405.77339562767,1247.05414647336,0,0,0,646.893455223388,2298.73264182243,0,1308.50263464038,12435.6168935759,0,0,0,0,0,2079.74622281807,0,0,0,0,0,0,0,0,1439.04545975531,1964.92990971943,3141.19576459938,0,3945.41649391423,0,0,0,0,0,34408.4330762242,0,0,0,0,0,10679.2823241284,0,0,1094.23090998093,6497.57227454395,0,0,0,0,0,0
