"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",0,0,0,0,0,0,0,0,0,0,6649.68189843181,0,0,0,0,0,0,0,1261.16879571555,0,2291.47037342606,0,0,0,0,1464.6382602662,0,6863.35632321718,3318.38164973095,1680.94607714473,0,0,0,0,0,0,2369.09547292551,9182.1394788918,0,664.638434052814,4399.98030660798,0,9313.95815661486,0,0,0,0,0,0,5336.85320094323,0,0,0,0,0,0,653.692053067147,0,3391.9123459783,0,0,0,0,0,0,0,0,0,0,4619.88132455023,3721.86756942048,0,1029.76428463466,0,1151.10034040879,0,0,0,0,1060.01884403497,1827.69949305311,0,11789.4388859641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.86862451053,0,3423.03597633089,0,0,0,3513.15132876164,0,2756.31479594185,0,0,0,0,1155.79712735223,3278.657163713,0,0,0,0,0,5848.04271390779,2457.41710212264,0,0,1392.54908411657,0,0,8359.78793020131,1506.64251312214,0,0,0,0,0,13120.9069445338,0,0,0,0,0,0,0,0,0,2730.96225158094,0,0,0,4728.23493474837,864.058584268739,0,0,0,2390.31022379943,0,0,2762.06586459674,0,4517.12605779838,0,0,0,0,7539.90299156912,0,0,0,0,0,2489.54488276186,0,0,0,0,0,0,1973.83093979707,0,0,0,0,0,0,0,0,1106.98130402719,0,0,0,0,0,0,0,0,0,0,0,0,0
"RandSig2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3892.18510707998,0,0,0,0,839.38576923184,0,0,0,0,964.337668491009,0,0,653.769641479009,0,0,0,0,3473.0246404965,0,0,0,1816.43788110232,0,752.889350061111,0,0,0,0,0,0,0,0,0,2294.05208695674,0,0,0,3200.76633231882,0,0,0,0,1403.20438402222,0,0,1408.22025955533,0,1918.93023947813,1157.32691877813,2145.14988834878,0,0,0,0,0,0,1515.73847423348,0,0,0,0,0,0,0,0,0,0,2508.43434225674,0,0,565.490331741441,0,0,0,0,0,0,0,910.808130278616,0,417.256883792868,0,2882.32868128402,917.317209004891,0,0,0,0,0,0,0,574.070925556687,0,0,0,0,0,0,0,723.565913471075,1710.47843815583,0,1740.27195026643,0,2070.80645606509,1094.34403246833,8912.14243569124,0,531.191387275977,0,0,0,914.347261318712,1788.13113819595,0,0,0,0,0,0,1849.64290420839,0,0,0,0,0,3155.79339407811,0,3652.65223388097,0,1506.35547524287,1293.62224460485,5378.10745704165,8619.85829846619,0,0,809.678300970067,0,0,0,3066.04560287493,5169.57757759859,1413.49841640473,0,0,0,0,0,0,369.456545424542,0,0,0,0,0,0,0,0,0,0,1152.02884644605,0,0,0,0,0,1511.90842445011,0,449.477859109743,0,9650.24023953179,681.402226076593,0,0,0,294.585972138329,494.840133864823,0,3550.90397550911,0,0
"RandSig3",4085.09687244323,5385.0127844381,0,0,943.734589391753,0,0,0,0,2111.42633371155,0,1383.45478653641,0,0,663.152695292569,0,0,0,0,0,0,0,0,0,6856.35801590858,0,1436.10532063267,3189.5767393246,0,0,0,0,0,0,0,0,0,6000.5198300413,0,0,0,3986.91589533319,0,6811.44461232341,0,14310.7822468263,0,0,3518.22796339995,0,0,0,0,0,0,0,0,0,0,0,3165.54244888851,2275.8597599697,0,0,0,2788.64338629056,1905.35657329309,0,0,0,0,0,0,0,0,0,0,3177.07729089071,0,1104.21429003773,0,1021.19406133616,0,0,0,0,2711.20959747447,0,1876.95157941452,0,2784.38035787798,3554.5952013419,0,0,1702.18013100585,6558.42951502745,0,0,0,0,0,561.47002750793,0,0,0,0,0,0,0,0,1806.29180749692,554.087528918243,0,0,0,0,0,3187.31392476829,0,0,0,0,0,0,4258.20725135057,1606.70742081392,6725.6117430128,3020.38355556656,4747.36713328574,4692.28464680727,0,1619.40308837715,0,0,976.541471250269,0,2296.68362745333,8130.61719547336,0,0,0,0,0,0,0,6100.70325282177,1454.42327385086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782.537704234079,0,0,0,2797.43881983341,0,0,0,0,0,0,0,0,3844.7699014558,0,0,0,0,0,0,0,0,3115.38562896437,1686.8612910303,0,1284.03436406901,4421.98035819375,0,0,0,0,0,0,4296.90874237017,0
"RandSig4",0,0,0,0,2672.45214544552,0,7452.91375591727,0,0,0,0,0,0,2709.26863479228,0,0,0,3439.99882201985,0,0,0,0,0,937.276698354159,0,11127.0440185096,0,0,0,0,0,0,0,0,0,0,0,0,10982.2115823067,0,0,10122.7540290312,0,0,0,0,1738.10849041443,0,0,0,1310.91712959513,0,0,0,0,0,7735.75787149585,0,2227.47995101163,6724.97544275827,0,61472.3977130298,6055.91799416933,0,0,0,0,5964.17942339099,3816.28897040816,0,0,0,0,0,0,5281.09151686318,0,0,0,0,0,0,0,0,6283.52438354851,0,2947.91569010785,0,0,0,2205.46783922853,0,0,0,0,3189.24189700715,0,0,2337.7074100929,6068.00493955775,0,0,0,3527.56918930315,0,0,0,29753.7317210539,0,0,0,0,0,0,0,0,0,5803.79983727562,0,0,0,0,2767.73785788853,0,0,8736.89494978994,0,0,0,0,0,0,0,12851.0263064203,9739.90027259809,0,0,0,2248.70032789445,0,4106.85590642172,0,0,0,18395.772718255,9431.50693858435,0,0,0,0,0,0,11614.3591472572,14290.8488837982,0,0,0,0,18234.7233654115,0,0,0,0,0,0,3290.64462749509,0,2053.93790612154,0,0,4965.01905780638,0,27369.4857697124,0,0,0,0,0,0,0,0,0,0,0,0,0,12422.3902754276,1954.44396297971,0,0,0,0,0,0,3055.91242852086,0,4140.20664175758,0,0,0
"RandSig5",0,0,0,0,0,0,0,10186.417436725,0,0,0,1243.92649710596,1196.9550789067,3517.80048445971,0,4498.85824259959,0,0,0,0,2696.03891364123,165.000538114365,4048.25161579278,0,0,11585.645006497,0,0,0,0,0,0,0,0,1337.06983291405,0,0,0,0,0,0,0,1560.04042322233,1299.72200375994,0,6030.03099813113,0,0,0,0,17310.313742657,0,0,0,0,0,0,0,0,0,0,2463.31042679827,0,0,1744.3458740583,0,0,0,0,0,0,0,5821.92266075172,0,0,0,0,0,2962.32109182482,0,2620.56902173841,0,7293.98204780939,0,976.681857351125,0,0,0,0,0,0,0,23772.5173114999,0,0,0,0,0,0,0,0,0,4212.68293169355,0,0,0,0,0,0,0,0,0,2703.68851542829,3026.62090702989,0,0,17199.1091252955,0,0,0,0,0,0,1969.57347592096,0,0,0,0,0,0,2311.961571016,0,0,0,21364.0068470722,2825.53776783162,0,0,0,7424.5829714129,32547.2693243441,4293.88262308223,0,0,0,0,668.975892504506,0,0,0,0,0,0,0,1906.41005277802,0,0,0,0,0,0,4905.16447927849,0,5650.12619917815,0,0,800.59722564886,0,2074.65114561016,0,1080.71779766889,0,4574.62349248852,5781.11455551932,0,0,0,0,0,0,1617.32316846107,0,680.572333671374,0,3333.08606612778,0,0,0,0,0,0,0,0,0,0,3839.02061404524,0,0,0,0
"RandSig6",0,0,0,0,0,0,0,0,22594.333944839,0,0,13390.624117062,0,0,1076.78011110981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144.96396879307,0,0,0,0,1148.9056728687,0,0,2540.79482845623,0,0,0,2599.15885498322,0,0,0,2978.54645816819,0,12110.7544144244,13490.6727899159,3967.30459786718,0,3943.7897523615,3448.84647839136,2172.82535300733,3011.72525002116,6044.71122535921,0,5883.39286151577,0,12096.4023649942,0,14422.706452758,0,0,11530.5909628936,0,0,0,0,0,0,0,7615.51880169269,0,0,3843.50674000944,0,0,0,0,0,6599.79405853253,0,0,0,3806.53867825714,0,1501.89047805211,2022.83120160077,0,945.791128794636,4883.79044333506,1151.33116410773,0,0,9159.29920346616,0,0,0,0,0,0,0,0,3545.87016969825,0,10938.6007645323,0,0,3589.50378684119,0,0,1691.55082976822,0,0,0,4287.0383939274,0,0,0,0,0,0,0,0,0,0,0,8984.35950418245,0,0,0,0,0,0,0,4488.56434216871,0,0,3542.71269466595,0,0,0,0,0,10997.7313568308,0,2549.59365953433,0,0,0,0,0,0,0,0,9183.71357771491,0,6340.59809393793,0,0,888.067739350507,0,0,0,833.711671200947,0,9996.98606051756,0,0,0,2113.28466535111,0,0,16840.8307239517,0,0,0,5000.41102721718,5896.0242356785,1959.86929497793,0,15736.2924387071,4729.64733690968,0,0,0,0,0,5929.40957375636,0,0,3285.75137876693,7988.28319084501,0,0,0,0,0,0
"RandSig7",0,0,641.553469619713,0,0,326.208795904196,563.555160882105,998.060123084538,0,1057.41930685372,0,248.466061799834,0,557.631261914938,0,0,545.775943407885,874.953405450956,0,2773.89133448256,0,0,0,1461.34224742667,0,0,0,0,0,160.114718478672,1845.52408633974,0,889.968885236103,0,0,377.891696173542,0,0,0,0,0,0,0,0,2677.21387928322,0,0,734.244113444863,0,0,0,0,1281.79611095806,0,840.7560609703,602.499474445189,0,461.506991818505,0,824.163273672232,0,690.131445065189,0,0,0,884.61209260154,0,0,382.379478232776,0,0,1187.39062373229,0,510.52977808197,912.672745120335,0,0,849.389003139377,0,0,576.293728592589,0,0,0,869.004890328126,1703.95411364914,0,0,2274.75206919294,0,0,0,617.937169261442,432.515949701544,1006.2565896192,1175.4709910013,0,1417.87873667394,422.793514699603,0,0,0,0,1627.2743253456,1349.42073739889,2044.28791460305,0,613.91523243464,790.459858421313,0,0,0,0,0,0,0,0,0,0,0,0,135.363268174526,565.407626739792,0,769.332386091045,0,0,0,0,0,1941.24179165966,0,0,0,0,0,0,0,0,0,0,688.41939559958,0,1697.30942277602,0,1642.62425224257,0,0,388.016441372219,1860.9768514125,258.306878281343,0,1040.9637264266,996.461061099549,0,0,0,0,0,0,0,0,0,807.789524634294,907.202246369669,1006.82386148208,0,0,0,0,0,0,0,698.197040434635,0,2348.94510638165,262.151947342775,0,0,846.806559348651,479.587961128241,0,0,0,828.811823306868,1757.38456693556,0,0,0,1643.08421858391,0,0,0,0,0,0,3497.6374817614,1351.15042094461,0,1016.30385712626
"RandSig8",7425.27623450358,4601.21352281696,0,0,18118.1910167566,7928.34921348654,0,0,6791.02162684334,0,0,0,0,0,0,0,0,0,0,5286.97140024931,19542.4474212256,0,0,0,3577.84926159786,2220.64760277017,0,973.342670906719,0,0,0,0,0,0,0,9161.71878865851,0,0,10783.7594996947,0,0,0,0,0,0,26840.1277857357,0,0,0,1513.5587769266,0,5540.06566731984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8535.5211533771,0,0,11807.0202014226,0,1696.902730877,0,0,0,0,4101.89185453662,0,0,0,0,0,0,0,2379.50760333629,0,4091.98670170756,19832.0775524678,0,0,0,0,0,4041.41668810173,0,6611.03975497083,0,2852.3444190722,0,0,0,0,0,0,4771.05207825288,3089.74008013396,13016.0751544133,0,0,0,0,23411.4221658107,18811.7813451536,0,0,0,0,0,0,5864.89616494475,0,0,0,6847.1687419209,3976.43930660081,0,0,0,0,0,1314.28256694251,0,0,0,0,0,0,2777.05436385224,20202.467410612,942.807866902018,3236.94708404054,2298.40275195365,0,0,1663.64871202554,0,14806.9361104532,0,0,0,3582.49991945026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522.95712907873,0,0,0,3529.48404760652,15467.1392903907,0,0,0,0,13840.7377825722,25481.3044679015,0,0,0,0,0,0,0,0,0,0,0,5836.56671892552,0,0,0,0,0
"RandSig9",0,1560.43485547647,0,1238.98278975137,0,0,0,0,0,3568.93126537281,1459.08389176571,0,0,545.080627293158,0,0,2154.22923991034,2162.41276900475,0,0,0,0,814.187224042225,495.840235392247,0,0,0,3878.02855018342,0,0,0,0,0,0,0,0,2711.29399051074,0,1180.82009415089,0,0,0,0,0,0,0,0,0,0,1504.86998536575,0,1084.78811283009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.90156334551,0,0,0,6854.44670809397,0,0,0,0,0,0,0,563.047316924595,0,0,0,0,0,0,523.294343807771,0,0,5308.62396724227,0,0,0,0,0,0,0,529.661787241437,0,2776.48811541941,0,0,0,0,0,0,0,1061.53833015411,0,0,0,0,1931.04477741799,0,0,0,0,0,0,0,884.133978097288,0,0,2434.03697025907,0,0,0,10803.0138311832,0,5661.61005241522,0,0,1810.5505929755,0,1695.01039420238,0,0,5496.04227547049,0,1256.13906433219,0,0,0,0,0,0,0,465.211882010557,0,1860.59599062193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.900880496148,0,3550.30883236616,660.296827551574,0,0,974.370459239258,0,1300.86629767201,0,0,0,0,0,2622.66308178605,0,0,0,0,0,2611.54671264199,371.32755472694,0,0,0,848.089768703906,0,529.005399143067,0,0,0,0,0,0,2867.58214345932,0
"RandSig10",0,0,0,0,0,0,460.655741338115,0,7013.63695377693,0,0,0,0,0,0,0,0,0,0,0,0,198.960553776817,0,0,0,0,0,0,358.361527656876,0,0,0,2018.07857794092,2102.47467954185,0,0,1751.30186092303,1296.60604595767,0,507.463068373937,0,0,0,1006.93291401738,0,0,2643.05179434585,0,0,1054.58286934439,0,3823.38908141101,1647.58463045766,0,0,988.51598291168,0,0,0,0,0,0,2552.30093462026,799.677870303962,0,0,0,2326.3451328679,0,0,0,0,2456.56622549858,0,0,0,2506.07404264521,566.144336247205,2283.02344921372,0,0,0,1913.35208813306,0,0,9504.17636774279,0,0,0,0,0,0,0,0,0,0,0,6351.81933200194,0,0,0,0,4373.35933212826,1133.19309173251,1769.50826840331,0,0,0,2362.19057838452,1067.24811345243,0,3663.45280379457,967.816453733472,0,1236.7513905996,0,0,0,0,0,912.07282078978,0,0,0,0,0,0,2076.47326161709,0,1084.50602795646,0,0,0,1841.68291176844,147.078293159135,0,0,1146.46773611677,0,0,3299.83466398336,0,1887.78616238053,0,0,0,0,0,0,2474.77698592816,0,0,0,0,0,2034.24524602974,0,875.23591429768,7134.90370127041,568.796527367986,0,1662.23210766825,4537.40798535124,2262.15661362206,0,0,0,0,5022.85572464639,2892.86859910277,0,0,0,0,1333.04497388013,2896.55136410932,1206.00674991065,1547.32349154269,0,0,0,0,1163.83297795623,0,1235.23382945662,2236.01947601831,2639.56743071509,0,0,0,0,0,0,0,1080.53028546933,0,853.016914819396,0,0,0
