"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",0,207.600219902892,0,759.235015389309,100.574451804058,1538.23813607447,0,0,1396.19495922102,126.216685741703,140.735414728883,122.418861480657,1060.74430163874,0,2268.02801315146,0,693.526556243069,0,861.822142192108,344.796327418993,0,364.827533484717,1121.04495255749,0,445.668890793832,738.565409165185,940.67620216053,0,277.324166609732,0,0,936.802012002483,0,901.924612772809,310.705326404519,179.995839640145,0,414.71410658305,0,0,0,644.477139135619,1923.79929076918,0,1164.60562626941,490.728703054563,0,222.026106954299,219.414798518783,0,0,0,0,384.499301705623,142.027381260227,0,134.70261365419,59.0073773168844,350.096650825389,243.928742338326,0,0,1965.54241220931,0,0,297.081242803542,507.573232705799,0,314.771832920109,2021.47886223419,17.6737348851259,267.596467519581,0,548.827701133844,785.242061139406,269.100178065484,791.988374376106,0,204.19803309196,273.683325299326,573.510356454779,0,0,559.665764297123,2251.90455961292,1680.82751235556,1723.31840320285,1140.5341583959,0,2566.28656971099,0,156.692811422015,244.829622612616,898.083445054156,569.712296612722,0,0,117.285502624424,618.424100845062,0,179.240776149894,0,531.150738656945,1139.54007561982,0,0,1352.99303526321,718.531781220732,1177.40678910218,0,260.500958833463,2688.91684935226,0,0,354.748243638141,4989.5769387081,675.660199693168,3729.97209441117,1147.65884446214,0,2426.32523162279,305.983082550084,355.258241097069,0,0,0,0,0,323.83002492172,168.784896989703,137.706291215552,974.160722248441,108.356872703945,0,281.052753619795,0,0,262.082663743518,4426.5343397152,0,0,1003.65791611149,313.847847155319,0,738.596651056544,0,0,117.816889404482,194.180308492957,0,0,1028.21100466627,231.283773998752,1638.15977670464,456.94632156947,309.501055855977,140.949881939191,0,0,0,447.513615285422,589.15406895703,0,307.652123399876,1175.63376602029,0,0,0,208.25960990342,460.396920181287,356.382742578014,1082.43354730331,0,0,0,198.325146551453,0,0,0,376.089159721763,906.833590571239,1422.54674408591,1665.14710993813,45.8550011842958,189.565367858009,0,0,0,0,285.223333936266,0,1009.99779839386,227.692546137374,413.412713083367,1571.3331163826,177.306495677366,0,0,0,0
"RandSig2",0,138.316226191101,0,377.409654547472,303.649404485227,0,459.300080930298,0,0,255.368691038287,991.28274444316,0,903.219473086428,0,0,0,189.561911235849,1620.44631388998,0,377.248291104203,1350.12805562323,389.927261985561,1048.61897853797,860.638119711331,838.575293812032,178.0156364532,0,1465.13028629469,347.540988711209,117.170788066584,205.331111400881,3283.20012424864,0,347.973888599737,163.601820637024,1892.79029784006,0,164.236361289723,502.154776060602,1314.86191130365,0,414.355906453734,182.247120769144,187.952511485292,0,0,230.173184176929,0,865.623217391645,0,197.848379147054,0,212.542818497678,1269.04411307697,634.941829928954,0,161.223890783823,524.808407755511,100.519067065513,198.672762434741,261.86216194967,0,610.021034248638,0,390.362381640068,438.199764602329,84.0204033375405,0,312.563974570407,1052.0307503957,810.122691445164,234.331500009834,1316.83954759178,444.232638388865,0,0,0,0,788.947397987179,143.715655297811,215.353553940498,706.054078048888,933.210066938191,525.079200133011,1603.57767724538,369.106888403833,257.599616776344,126.270666749939,0,739.709783823293,0,333.688855239233,603.800297542585,0,0,0,801.729052506094,191.005556510956,501.114501455087,0,0,1303.55961724378,88.8485140202575,362.613473383197,1808.23282373272,327.877547800879,748.104419503205,124.154650594641,160.523635541659,448.56400181052,622.946400441563,527.864005865427,571.500984176836,0,688.539921227127,714.017503885849,0,355.760812878174,703.718589041878,0,327.862272411125,460.646580753108,293.794572008907,0,0,0,156.147790553088,0,256.679699237667,939.362376030057,953.09172082759,0,188.914803068349,0,0,0,2160.00027383935,289.516809449653,225.424463304705,0,207.441131910467,614.914226344076,789.612727069045,196.556447704259,0,2287.07221038801,0,196.066853030186,0,1299.95079070392,1182.65743484085,245.410632936993,267.609569614019,0,587.533241608348,0,291.2862341387,0,0,0,766.624658135049,887.36012008942,111.904101980774,624.787707944383,0,0,513.794959630869,0,450.076149905769,207.656311687552,109.381116679793,218.428954000442,516.57063617043,0,343.658599671528,705.478714979987,374.845150180827,0,0,0,183.12199455901,1365.23096543001,660.238919701698,840.151970238864,562.880016873563,688.169199319462,424.977072814183,0,0,232.636062475822,0,0,457.215099199711,257.234036717206,543.505007866923,193.912017492241,4370.35793970362,0,222.431691999262,0
"RandSig3",0,2080.30366031324,0,672.814749484258,722.986350311263,485.260020435242,0,4210.0845891003,1796.80290891213,777.06195209153,0,0,2637.20207940515,0,0,2260.95928588148,0,130.689008398785,244.346933894408,491.341613815101,2159.47125686559,1118.35101700469,615.54534388197,1251.20046508249,3409.88518401461,0,70.9273286139719,2079.29887844763,4328.98830899722,0,2194.75345744728,1054.3960570277,0,1461.67347442684,1416.39883497351,2006.18901626094,0,195.271032864207,513.15464257563,139.745780970831,0,0,697.912062860564,0,735.538270289315,0,2606.02144611156,746.183283392924,0,1836.49181266388,0,0,0,928.831640377319,2066.6176303324,0,648.358838928195,823.65158886727,219.342352517983,3585.00014758545,631.896758036162,0,343.312422114333,0,288.407699386059,215.672168718936,222.657466433548,236.383691583932,3687.28909050969,728.273934219707,380.942336723129,2029.53237967628,1361.09236106724,2596.86739395433,0,1814.08626506091,2948.84817856392,1287.84118125,880.676334465312,413.357543901335,0,4200.1338806744,382.279237845725,0,7395.37845311323,1547.0718970503,1291.41003032935,317.54446355525,0,1709.90346341832,0,4309.60703047731,0,174.847967834949,295.213094652462,729.440951998107,0,321.598659980897,303.802952193396,0,1423.98684686576,450.126478138816,825.43487338852,1607.36263341989,2146.54131148846,0,1466.9512170737,546.563461600925,0,0,1093.83210217018,278.146450154355,702.519137757518,173.57452449087,0,98.9650167798945,3785.47996781621,5361.27835089053,2577.75579827706,826.858597508764,326.286625135471,1356.36558728057,418.380989098366,294.325783632706,0,0,175.802774624615,0,7930.59102579844,2719.69871603962,0,1048.39003736288,233.598271844577,0,0,0,1384.64624472929,563.360021669317,0,116.773903995777,0,1604.90327492404,5308.8858957573,694.030083215336,470.770223129374,807.530316997894,0,340.077099152953,1574.57693504502,0,0,2322.22943976399,9608.30443795601,1811.69942175524,906.873957290092,622.998622592636,0,711.035841559553,1120.24231192609,1529.49942152694,1071.14355066418,462.311114001526,1358.32031326872,0,1017.52943537506,0,1220.92135990267,2868.92073454306,787.973529733634,1251.98990978644,194.101045433237,0,1048.73307967466,2425.49866956306,2421.83036721996,156.482108690436,653.148825540188,0,604.312161466784,1882.12214949134,237.867471310271,0,0,0,938.417901197199,150.239444333166,977.823516849068,0,0,0,3118.84415476022,454.956300728473,0,2181.39074508285,1032.9359137023,0,0,0,1830.62636245425,0
"RandSig4",0,38.9366013278979,0,356.680528937685,35.7655916893953,0,0,142.822919885927,73.329599520001,405.813195981772,0,0,134.647156941312,0,0,0,90.7052634607202,119.776363915329,0,188.890849743162,136.919188879719,0,87.4962894484463,0,369.669910043499,0,74.5428107159112,222.637029954211,0,0,0,65.1946827348984,82.5691050934346,412.35119059867,92.1086437731825,199.929023192016,0,87.7479190270967,86.8755426961795,58.4937907046599,0,0,382.129384601505,0,175.618940871226,218.083378964866,0,279.226300430539,0,0,0,0,0,496.113315742232,38.4433468249951,79.122607007185,0,255.165523611305,225.53401532088,104.643832544327,51.834506855651,0,154.369175001908,0,0,228.945692198772,111.464869878455,0,0,69.3216642164825,55.4201021833284,0,373.730700639596,0,0,215.536254221876,521.098709255422,239.996686381709,414.720526284871,123.136375709847,142.054272497615,206.74244485597,0,287.884526896433,52.2844751287355,448.486375824301,156.759991178824,521.046842969924,0,250.455855962143,0,422.071434466286,228.869979058947,0,363.143734431388,553.959067301939,0,0,0,0,110.314153850728,176.659000798858,235.014157580292,414.643370735504,0,0,140.961859581111,91.9767308366209,145.492977539522,0,105.519249245451,259.057440486327,0,186.788718453896,0,209.256197983778,121.653480390406,122.801280085845,0,0,0,124.443102784623,66.7049055779301,211.496156700422,0,0,0,203.163749408409,608.308240578135,248.869109212637,183.050302902524,122.417384913902,107.091170366215,253.390931905561,138.348922137539,0,417.114964432895,304.806784212546,398.238380804119,113.428457175616,0,178.498430791707,0,395.001678796577,168.482013451297,628.174582530814,0,68.370293655437,39.1759272942165,292.1722478907,79.4920907792933,101.717703333545,87.2295364223482,413.922699858436,89.5931024350137,879.502684490305,737.77881791252,0,154.203158492521,505.017273804142,252.82536622595,66.0475872281026,61.1886147494736,122.227927874028,120.804946135766,0,211.588450346929,62.9685473773513,0,0,210.242971197948,0,0,0,121.704395129009,206.054845231501,0,0,0,128.946136034535,1567.28175379044,292.676838812334,168.437679184708,128.941677658536,140.703040821217,147.539316690699,231.999349319449,0,189.38752910884,0,454.257522381131,56.0978885318619,0,0,36.0758622721388,85.4658166682476,0,0,342.869065590516,0
"RandSig5",1784.40251254991,436.059970934371,0,769.754631009558,0,0,759.105056282406,0,1443.73546836505,1767.86522697359,214.02133664012,481.665868338995,0,487.050197607448,0,191.148533087161,250.29473577469,129.045234656748,0,0,7514.77491557826,1464.20179018334,192.973744621063,2526.14929732404,581.387390760961,0,1618.42515507894,0,1073.32371714683,0,1482.58829814496,346.569153726228,264.051279591449,316.438077437301,471.15822395424,159.819243474521,0,1276.51522582196,782.72939181012,1011.84800390401,0,0,339.887328701167,2006.52171812372,404.951419040488,1182.84924256552,2049.35474916897,0,289.726234770906,97.4752105430896,464.57419676226,0,0,0,3127.16810744168,1979.49458256629,0,295.774434456015,193.570999905387,0,517.510588474718,420.790782810517,205.169933459427,827.718889602501,0,1481.41792366962,451.391877315881,323.557164581127,96.6024400021324,1221.64218677073,297.702264596156,2341.23441978254,0,546.487291010072,3270.43120071754,657.833904207362,0,1272.8303034632,396.155562257454,1736.10920999867,0,527.548745732085,313.376967730079,0,223.873831452186,0,436.192217655497,597.30671200276,618.636529120952,796.512600237877,1301.51744265762,3850.13738454517,171.223554330211,173.804297635186,357.711540709542,0,0,0,1634.87339742388,0,1714.81968421306,0,2477.23791116002,637.027186545151,0,1116.34400332278,431.509764237826,0,0,0,652.010788172657,134.788664856789,0,3996.92588594988,0,2303.41370452672,2874.94269111202,364.89180502086,406.980010923509,483.435338826415,0,0,1180.78632831598,0,0,867.716670273938,394.928558822989,888.144279863859,892.237052889237,156.087049271536,0,334.656163588039,796.388612604182,128.932054866489,892.451342333155,0,2508.21960026051,23.1107322330637,2105.95931221651,0,0,2156.05812361797,682.062064442879,656.08266038955,1066.42262359373,236.327641929111,1312.01769211873,782.608243609702,454.578381702429,198.282062973692,962.531084474451,302.040171826167,0,278.237444693905,380.916931037698,569.558080123575,538.021961605986,272.316008732814,4683.14898915568,0,0,274.335204703875,0,358.577505566456,705.681601817879,1123.59167046665,0,0,0,0,1551.06786281207,2130.02686560774,1325.4953229407,457.384417094349,220.896295457617,602.257579582938,70.8110945276757,1695.68679252366,287.359056944956,473.432670750507,611.917205137946,0,0,1240.70516927834,454.221333986262,1471.45018910343,0,1139.82766216714,1341.57306514535,0,0,607.569738911372,2278.47974963284,1073.63108582373,495.525052393778,0,633.92166525077,0,0,0
"RandSig6",956.138035850212,0,115.682342735383,1116.07209981136,310.298993050495,1121.54717311838,0,0,0,707.966129714561,459.065457240621,604.692163750088,113.229110195304,0,0,1094.24085440873,129.514928679145,256.496972231048,0,0,321.408830147959,1968.75957447281,0,525.282393140437,0,418.318642285351,0,1532.03322939844,60.9160367588933,0,0,240.996810777716,428.233936591056,456.35670284357,1074.03781252459,295.414699907186,0,1179.84085136198,0,275.34544681351,0,0,379.926397719394,298.58834486839,702.038777157802,225.570525239197,160.766352835719,309.726177294311,0,0,345.023240967372,0,163.280240660122,0,0,918.443251826888,768.342016980876,114.636916279474,0,769.890945991642,2254.83792886975,0,0,0,887.388868497415,576.178272657783,936.729340114161,165.614488540506,923.341084948979,370.249535459947,700.658309584623,716.066823990483,0,490.595482783825,0,227.518730072677,944.161613464749,0,423.304997501783,606.694281420146,0,244.224404942676,189.841041619817,265.551036251144,4736.76669490286,0,121.67177753964,253.631435151281,0,190.460408406028,0,393.649733462735,344.340341023255,3133.28121035646,791.469551520399,212.379891653913,0,2472.20943847789,354.912439368465,0,310.636248400898,1829.29231464414,192.059805415137,356.505444452614,1640.69343677675,0,1006.51250324814,0,0,0,52.9586108115744,289.289328961024,0,156.436793268469,0,187.842423994981,197.476832128482,373.484860617382,1041.76418620405,0,55.1119457194228,0,875.888950225008,704.562193904093,0,391.466450835115,1023.63061976918,0,78.4602145313652,275.771693542599,0,0,241.471506599286,56.9192232910751,558.589318471358,0,0,1813.21378643741,722.375362628192,267.059899818053,0,1303.71616404551,0,358.235113140461,656.019278801985,107.725203510191,0,277.306572324287,460.523676474388,423.229198719724,139.122693994769,249.351152182947,525.888866466174,0,120.900528069832,0,2461.42644995572,0,0,810.13279643015,0,705.302631713804,515.833380422327,823.399774919319,759.334448760382,0,185.746534851714,672.109818402029,0,52.1376008745192,361.411485558312,693.049771056475,187.365656698921,0,392.055130960342,362.213873524593,459.129099865627,785.467112836423,1880.60229581773,897.825304484375,492.621572365084,67.0193412116537,657.825584076337,283.066609201112,619.292272454298,0,0,0,1047.50482050802,22.7375735657777,0,0,682.957455077746,0,238.899951415867,380.114309877606,0,0,0,224.014922676249
"RandSig7",0,327.629183341315,321.620363459757,235.992276767564,0,0,0,0,380.763154601665,2849.3778263687,347.309365626358,263.094609458359,498.391595365496,0,0,0,145.649422485061,0,0,0,377.25021466584,1017.20126435409,206.220548775759,383.7559693915,161.542722108761,562.112423815645,424.669333462377,250.87441884423,0,385.359896956829,911.037074938268,0,916.075564008692,118.98932824884,463.113295196943,1483.39385808032,0,701.040335998902,217.666463197877,3970.42583547328,0,0,512.395150189236,0,1320.06498600716,626.991382538371,0,1758.67628990073,0,562.02620299122,0,883.597881805444,0,1551.48444025217,0,744.891794016661,0,2910.14231643781,0,375.644581243566,215.011780913471,1280.32586861989,69.4331646123235,0,704.946773378464,1250.35398178147,0,0,0,2975.27910117401,237.422787488337,0,922.845357092207,331.743089960967,0,1689.27449948019,1810.32977177609,0,0,0,0,1512.63168805432,0,0,2440.14127550566,271.95949494929,475.075057512736,0,558.729388336443,0,616.68353533052,172.452497373693,294.024736786908,564.650136686716,0,1391.96391136989,0,662.890883838239,197.026218853065,0,296.699634122834,0,597.09395128211,376.099887659293,0,0,0,164.241102310423,0,1015.62984921683,320.256637442259,288.02386368476,504.639125778505,849.541081585582,549.666319549906,291.505083321946,520.250224565207,0,1645.25681142092,144.559746544038,0,0,135.104459756528,271.562830840232,0,546.425478472955,241.479662365153,174.444622826097,595.898969602532,1344.73079574135,1145.46133348639,0,0,292.29668783593,426.87886032704,0,338.013311655624,113.697023644103,276.025004804749,0,401.634321421471,2469.61294416701,0,2242.62222881217,0,739.894701767428,1954.47004460564,280.524579222649,809.177556879679,794.840367175435,548.324148951735,1349.51903704705,1227.55867148548,0,0,808.174829538034,636.775832480484,0,0,0,332.7060831159,1514.58585385028,0,4293.49383179965,1009.56028448369,0,128.132333848236,0,227.167488030339,0,446.400794036816,2096.35287522303,0,845.653906572016,314.952755337512,0,340.025034583545,0,0,0,149.23676274444,447.303090863302,0,469.413587000961,490.476980419512,0,647.700316155466,0,2142.20433682803,0,625.978432245154,0,594.957731113038,608.689031020587,323.813665944374,0,632.189083482972,0,536.597465265318,0
"RandSig8",927.744262585952,2347.51269837207,0,0,1267.90095223588,0,0,723.82880371917,1355.49397833508,0,720.006159639702,0,452.720842342799,0,332.297883633411,787.457556229706,3715.10536106552,0,540.25476990438,101.880982243187,991.049586576747,1073.44855366729,4035.3336525131,311.193670829775,3861.59083128862,563.083932580248,124.866539487942,334.996910424427,0,0,82.6334899269007,452.077948295223,0,708.441818925907,1110.2824097189,275.175613966639,1298.94214385391,939.861462501729,913.597145920812,0,0,0,465.486830026016,0,3299.63750244604,409.163667548308,1604.00064200867,99.5879052003739,0,688.739850721563,637.986171105531,3885.5073150611,1086.08071290473,0,606.429938849426,1801.99968861175,0,543.708781290634,1719.61950672409,1157.85560464836,669.017038301434,1198.19534935319,790.188605923804,0,0,133.988688706285,704.455707668227,0,0,0,801.55113501941,3269.75129029333,0,1894.65287306908,0,1538.51176323064,546.123105511126,0,4400.13421105033,1135.08905212007,0,0,1829.95546311289,760.727570280705,461.496911409018,0,983.676160469675,462.082891174186,980.943043972478,0,1347.72701490194,8035.37566131798,0,0,299.582080893132,1222.49544067177,0,507.917086360481,0,355.704444198074,3657.00086825452,0,0,2987.66494170895,0,0,217.635707492933,1255.87782342637,682.729334505652,10060.232895981,712.472925957639,2040.48004853511,0,871.735166564656,1546.37684089668,0,2505.10021919357,1356.15145674401,2542.68500222043,0,2640.96467753267,0,878.11877654492,0,0,0,589.704199195392,226.722308941266,1517.9281814539,2757.99290164312,4161.86483683062,553.130563010677,206.454885610602,0,0,0,3071.19921170414,611.057811036965,0,2295.21170407112,930.23907380156,222.137893916543,1284.78095374626,121.562668584766,2108.98539138303,0,330.057098236393,0,163.873639033988,1299.89179664289,0,304.862737211,0,2971.62669713765,1247.69147320963,400.316309476101,0,0,0,0,3301.35396206049,2915.19525351623,0,0,2773.6827206457,0,929.054757923422,2753.49139404798,292.507232439757,0,1546.98423663716,1997.75611811131,621.899834012917,0,0,574.532515211003,0,10864.1599297286,1749.05805298679,0,598.862630298203,957.506650664687,1920.16014318148,0,0,0,920.71275808416,3484.89818337917,1232.13358634234,681.46766317298,0,0,0,0,1417.00806647257,0,8265.12171725277,0,851.099706018694,0
"RandSig9",10249.8223089334,2003.49736700451,0,915.076361962157,3229.30662697853,0,0,998.644879781148,1242.44247637467,0,10277.7166274093,20011.2372106744,0,0,0,0,230.755395096853,768.08917673113,1097.95771414246,0,1021.64106728839,900.215577272704,0,17073.3555778252,0,0,0,10206.5212476402,7463.10141441723,0,1854.5295084864,4694.31511293037,338.406622726625,2090.30326566178,845.890933802548,508.406932430465,3432.34290446787,3121.60592112228,1777.17464771987,8955.75204872253,0,17042.3432912921,4117.46328426588,2157.27904287614,384.950500049899,4843.36144397102,0,0,0,3384.31955203555,0,0,8731.02207978806,1576.15395148356,2259.44193298141,1100.19436055324,0,940.517797594485,0,880.169734666493,1141.20495678574,39605.6754895572,7136.33047571388,0,2664.8069464393,615.606316198084,1019.68415115161,0,0,1293.94758825288,1674.00658694256,0,0,2819.18677757112,0,0,6530.51630022407,0,774.791799205576,0,4578.75711836916,13470.006830582,954.538330539093,0,1211.54754016681,0,190.549286890454,7487.68867355902,0,3884.34621194664,0,8272.67205385444,1823.02137685444,0,0,10067.0525357418,7976.6602068231,0,1496.39385504303,0,0,0,0,3179.60050351813,0,0,2660.2763426407,445.852564523027,1832.5879649121,0,1530.92118060975,0,0,0,0,764.188196334861,0,1927.75698485154,5780.97857862615,10445.7990346013,0,0,3255.39713613665,298.0814572768,0,0,3206.59637456067,3106.00200897471,2187.43481657936,2257.69427975989,1746.64907012112,0,0,5399.35678249505,94.0377404939915,0,0,1624.38284661365,1330.69883183894,3418.37433261748,1448.50406804955,0,1106.60021544873,2516.14580638405,2728.72040066695,993.0494185227,572.973066666261,1324.93080610629,0,3516.95329341088,1972.29042765175,1160.6143571765,901.220407759745,4318.06470839208,426.459311638858,1771.10849090812,0,0,0,420.633428337703,0,583.69464758914,3693.89006035485,395.946190816354,11202.7933224382,1125.14617749068,0,833.632355396783,0,0,4033.6082889293,21690.1081514601,0,0,0,421.324001209576,0,2270.565872084,0,0,290.439095928346,0,0,3493.50699779353,3048.18425768351,0,2759.76783164853,0,667.817903749625,1218.69329930755,0,53664.0901867954,301.564967440511,0,2911.42705149745,5378.57418398316,0,6312.81856688786,979.328501683902,0
"RandSig10",0,247.806147219758,1450.63015426833,0,938.483701803135,0,374.737174469662,563.356745325441,387.817777418658,0,440.930807710219,611.170674725252,1519.94237046124,0,18271.3586243672,12574.8105109011,0,0,907.046180411073,0,1794.11418644321,152.402810592817,1449.92638005959,0,1001.35786716238,0,727.960323819766,656.860533236587,890.690297322717,0,0,899.357733805787,428.851762237084,2131.88193938842,2916.5719078287,493.142796347688,1000.15945850891,2480.29410138296,2235.90559560706,859.527350594729,0,0,2637.28755592708,806.417586751575,358.35703307037,0,1856.18117338825,1871.69631916114,5414.20823216161,1309.69570363585,0,354.632014928026,1608.95821770427,0,169.737285848873,657.91558716203,820.509715230422,274.154325207545,948.215581462735,0,0,0,354.291490006612,0,0,1068.68648302203,0,0,126.544465551668,0,708.310623832001,0,2391.59725014677,41.9925791327162,0,897.926235351466,375.854353815993,538.311404044006,0,0,1536.41466077971,0,1373.31416028837,0,67.9105866303571,430.37924690872,1861.48080760685,353.298150729118,2052.11270410444,0,0,826.918136952779,565.408695730035,0,0,0,641.123212030561,0,6747.87540644401,0,555.348008750708,903.996793849061,360.222588932212,347.560082806381,0,430.1886385281,2312.6641513051,0,196.463444837496,307.153069899478,3753.74346449242,1611.01759014302,0,838.55541301871,648.659876208727,796.263191356475,545.874880224125,1877.65790884743,4285.56153102031,0,851.595493544715,0,8939.25679818281,2298.60867980638,0,0,902.880432733656,251.522009776824,188.9370403636,224.064150098798,2310.9805664425,1029.38845440597,0,343.771471502365,258.445577453159,4087.52703683766,0,517.139845105101,0,321.471075453039,673.886541949836,1454.09031805071,217.102301081921,470.674712460303,583.263135895788,277.142984933328,281.475995343489,1343.15490317651,459.60687456393,462.834937482131,1651.77305096528,0,2770.75037353694,0,378.396341032647,2405.91754278979,0,0,504.342424083364,0,211.555198479135,2124.48449222617,399.010534348619,7280.86852094565,767.828191311115,0,0,0,2748.82152106757,373.603147502169,0,391.171712096323,332.430806303179,0,0,222.373475603865,0,719.559585448719,193.321018677348,1762.40315639762,187.229449530212,322.398574247029,0,4492.99028348579,491.246560024227,0,0,0,0,0,0,0,0,297.919514526863,4114.37275760736,3311.72520708026,1149.91901037087,0,5897.93672846608,0
