"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"RandSig1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.068529934037,0,0,0,1848.48352377808,0,0,0,0,0,0,0,0,0,0,451.147742591934,0,0,0,0,670.758130022516,0,0,1007.64132441294,0,0,0,0,0,0,0,0,0,2843.58934630498,0,0,537.287351161691,0,0,0,0,0,1742.95088675243,0,4477.79067314497,0,898.591593154101,0,0,307.853909089725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.624180879297,0,0,0,0,670.408718751844,0,378.562818171739,0,0,0,0,0,0,1653.35322790075,0,0,0,0,896.33725542341,0,0,0,2397.71040271203,0,0,828.436858080638,0,0,0,0,0,0,1247.01115546664,1397.11574036014,0,0,908.43066408934,0,0,0,0,0,489.634548142767,0,0,0,0,0,547.526477040954,0,1113.01139222605,806.355716577952,0,0,511.962226299557,0,0,440.300372685589,0,0,0,0,0,0,0,0,0,0,664.111648829152,0,2444.60471169753,616.672660119758,0,0,508.152907857283,415.183143039006,0,0,0,2416.66263997278,0,0,0,0,380.725740227291,1037.11568223716,0,0,0,0,0,0,0
"RandSig2",0,0,0,0,0,660.959702253823,0,3533.93705871152,0,0,0,3693.13129706705,0,0,0,2509.47053914534,0,0,0,0,2444.25285155751,1350.45617614193,969.983992418809,0,2799.85755342829,0,1261.83718867793,0,0,0,0,0,0,2933.65312100589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149.81344688673,4255.91900435902,0,0,0,0,0,0,0,0,0,0,0,0,981.05881773128,0,0,1389.32733208901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650.82368077945,4607.00213232551,0,0,0,0,0,0,3504.60162195666,437.703624516164,4097.37878415164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277.50033620039,5617.87705702159,0,1548.9304488066,0,0,0,0,2389.36840267617,0,0,0,0,0,0,0,0,0,0,0,0,284.145374524989,0,0,0,449.392930818284,0,1276.440354352,0,0,0,1382.17390548054,0,2452.6034420158,0,0,0,0,0,0,0,2069.36890568268,0,0,6172.25129429993,0,0,0,0,0,0,0,1124.73246952708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RandSig3",0,0,0,0,0,0,0,0,0,0,0,2487.99176889591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9970.02485389678,0,0,0,0,0,3148.73882276711,18018.3692402822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7722.85335027793,0,864.884339971987,0,0,0,0,3282.56166884826,0,0,0,0,0,0,423.578872439865,0,0,0,0,0,0,0,0,0,0,38306.6006288912,0,0,0,5376.62145577891,0,0,0,0,0,0,0,0,0,0,0,0,0,5447.97813804343,0,0,0,0,0,0,0,0,6900.40835629953,0,0,0,6160.91141134461,0,0,0,4058.37551953163,0,0,0,1893.68269823471,0,0,0,0,786.298393443518,0,0,0,0,0,0,0,1103.82788958471,0,0,11866.1845526555,3866.40701017718,0,0,0,0,0,0,0,0,0,6639.13265446632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374.8873087456,0,0,0,0,0,4171.3756088782,9956.00316857128,0,0,0,0,0,0,0,0,0,1711.86274727757,0,3288.98023893199,0,0,8414.0267550659,8099.1734362246,0,0,0,0,6535.7622767228,0,0,0,0,0,0,0,0,0
"RandSig4",6494.73077771688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887.75445097794,4894.93180201529,0,0,0,815.331821551746,0,5652.43818653934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.73557458369,0,0,899.79068648807,0,0,4929.65186988862,0,0,0,0,0,0,0,0,3466.32928631359,1209.34081136073,0,0,0,0,0,0,0,0,0,8459.67205144087,3670.62404888631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526.11699297923,695.755184960171,1639.56232098246,0,0,0,0,1081.33746826525,0,0,0,0,0,0,0,0,2964.97774552329,2317.85036361048,0,3676.3094758426,0,7645.25449017932,0,0,0,0,0,0,0,31481.9652778983,0,0,0,0,0,0,0,10051.8720108095,0,0,0,0,0,0,0,0,0,0,1804.18833071492,0,0,1535.01481545991,0,0,4812.2927889337,0,0,0,0,0,0,0,0,0,0,1440.71503324816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.701333091533,0,0,0,4751.98426182585,0,0,0,0,0,0,0,0,0,0
"RandSig5",0,0,0,1674.30053515242,3547.25766311994,539.759303527422,0,0,0,0,0,0,0,0,0,1382.03267276237,0,2511.28546620704,925.789189488146,0,0,0,0,0,0,0,0,2244.38432784447,0,2393.48386067784,0,0,0,0,0,0,0,0,2117.72992574254,0,0,0,0,0,1684.64991219762,0,0,0,2086.9119905768,0,0,0,4513.57987663619,615.124371503278,0,0,0,0,0,0,0,0,1393.74793416056,0,0,0,0,0,0,0,0,0,0,5816.22160935472,0,910.228554894385,0,0,0,0,0,0,0,0,4380.89779076616,522.709527468634,1164.09716816041,9005.7385443117,0,2070.07751854256,0,3871.85032585112,0,0,0,0,760.324851560462,0,0,0,1128.57550102872,2056.55892038015,0,0,0,1463.94867679778,0,0,0,506.705310546077,0,0,0,0,0,0,0,0,0,2328.8836461406,0,1248.18395598106,0,1574.19716316906,0,0,0,0,0,0,0,0,4433.11105619179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251.17501037272,0,0,687.70184642738,0,0,6401.54359307609,0,0,0,0,0,3951.26272525533,0,0,0,0,0,0,4174.87877151674,0,0,0,4722.75667310405,0,0,0,0,0,0,0,0,0,0,0,2293.62328012095,0,0,2835.48261482425,0,0,0,0,0,0,0,0
"RandSig6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.85978944681,0,0,0,0,0,0,0,841.569497383102,0,0,0,727.080785066295,0,0,0,0,0,0,0,0,2173.19329077326,0,0,449.347971659242,0,2997.05580978974,0,0,0,0,0,0,1668.14804903285,0,0,0,0,0,0,1000.06525680544,456.920261514483,4641.96477948402,0,0,0,896.886048331091,0,0,0,0,0,0,3081.59729443703,0,0,0,1349.04216701931,0,0,0,0,0,1286.31536965804,0,0,0,0,0,585.210235708039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.892252556083,0,0,0,0,0,2173.15974631438,0,2571.47436766877,0,0,0,1449.01553839889,671.883890631944,0,0,0,0,1704.48420770391,3138.89869586478,0,0,0,952.732266027054,0,0,0,0,0,0,0,649.047621796596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915.42163567764,0,0,1771.7123103278,0,3417.23648908391,3132.65682498022,0,0,3047.16643071914,0,1482.0598940783,0,2333.90143687666,887.907538080606,0,0,0,0,0,6159.69869970285,1350.66375809698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RandSig7",0,0,0,2165.94275250304,0,0,0,0,0,0,0,0,1961.58406898276,2240.74603297856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8583.1914860585,0,5310.03039807941,0,0,0,0,0,12257.5749792852,0,441.158186444286,0,0,0,0,6424.9902590361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473.92662535734,3617.4711299206,0,0,0,0,4078.10246502028,0,6690.13572470731,0,0,5768.40768508758,0,0,0,0,0,0,4447.30875878436,0,0,0,1449.29465126347,0,0,0,0,0,0,3012.48321734749,4678.25352684387,20633.7859589934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656.7272223845,0,0,1799.69483861258,0,0,0,0,0,0,0,0,1801.45536884816,0,0,0,0,0,0,0,1370.73006104616,3290.95223492043,837.414473383991,0,0,0,0,0,0,0,6198.85548381374,12863.0901747898,0,0,0,3839.3942286134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7465.2396421221,0,1276.82354656783,0,0,0,0,0,0,8423.14296023891,0,0,1350.9193535455,0,0,0,4139.57422217341,0,2331.17024367277,0,0,0,0,0,0,0
"RandSig8",0,0,0,531.753589586131,0,0,0,0,0,0,0,516.743328273449,0,414.816838964023,210.956115939811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459.54869602552,0,1005.12999456145,0,0,0,0,0,0,0,0,0,660.429332035515,0,0,0,0,0,0,0,1017.53071375235,0,0,0,0,343.381230645471,0,0,0,0,770.92406251464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.879776221371,0,0,0,0,0,176.480228150046,0,829.677918988512,0,0,0,0,787.401460796834,0,0,0,1169.66891494656,0,0,0,0,0,0,0,786.302100119809,0,0,0,0,0,0,0,892.487826767021,0,0,0,797.359178698671,0,0,0,0,0,0,0,0,0,0,0,0,0,3035.59462386181,1250.83381201569,0,480.865578775912,0,0,0,0,0,0,0,0,0,0,0,0,908.027511492758,0,0,0,0,0,0,0,663.365293133829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.12442939375,0,0,0,0,0,0,0,0,872.564421606504,0,0,0,0,0,0,716.532825382329,0,0,0,0,0,749.994848837687,0,906.286275066536,0,0,0
"RandSig9",0,397.942125883552,0,0,0,0,0,3520.24768466754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6692.33292750516,0,0,0,2354.393899402,0,0,0,0,0,0,0,0,0,0,0,0,5357.29240107597,0,0,0,0,0,1487.05893529476,0,0,0,0,0,0,0,1890.82982062409,0,0,0,0,4991.3764350252,0,0,0,0,0,0,0,0,0,0,4982.66610755902,0,0,3468.62090933135,0,0,2101.57143884764,0,0,0,0,2153.15079956296,0,0,0,0,0,0,0,0,0,3473.99752787335,0,0,0,0,0,14740.5362579093,0,0,0,847.053921127015,1304.05055205159,0,0,3042.99851530246,0,0,0,0,1943.79812017209,0,0,0,0,0,0,3285.6237595629,0,0,0,0,0,0,0,0,0,0,1014.49524062216,0,0,0,0,0,0,1434.03648612545,0,0,0,0,1319.92328566015,0,0,0,0,0,0,10308.3312462569,0,0,11535.1305866658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.148319657229,0,0,0,0,0,0,0,877.69394918749,0,0,0,0,1405.51951176694,0,0,4193.22215437277,0,0,0,0,0,0,454.087327543798,0,0,0,1334.91787279523,0,0,0,0,1031.58248264008,0
"RandSig10",0,0,0,0,0,0,0,0,0,0,600.382016883636,0,0,0,0,0,0,0,0,0,842.855268287648,0,0,0,2387.4641691154,0,0,386.062671085337,0,0,0,0,0,0,0,1287.22890994824,1911.79912980617,0,0,372.58223281571,0,0,0,0,0,0,0,912.446548516612,0,0,0,1464.55551338127,443.334955034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851.84271667963,0,0,0,0,0,0,0,0,1079.00124175158,0,0,0,987.219312271116,0,0,0,0,0,0,374.219439926935,0,0,0,0,0,0,0,0,1604.62412079352,0,3391.76230617789,1849.76077888845,0,0,0,0,0,1886.88973537675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803.47940746541,0,0,0,0,0,0,0,0,0,0,0,0,340.684320794431,0,0,0,0,1505.66834945732,0,0,693.188815039027,792.507978973905,0,816.355304629411,0,199.62359492487,0,0,0,0,0,0,0,0,0,711.158908166063,0,0,0,0,0,1878.93305922431,0,0,0,0,0,0,0,0,0,0,0,694.593786526251,0,0,0,0,0,0,0,0,1148.10073314546,0,852.240253994283,0,0,0,922.999469735722
